model,split_role,dataset,row_key,threshold,k2_correct,k8_correct,k2_margin,router_decision,router_correct,router_tokens,k2_tokens,k8_tokens,oracle_correct,oracle_tokens
deepseek_r1_distill_qwen_7b,test_in_domain,gsm8k,gsm8k:test:948,1.001,False,False,0.0,ESCALATE_TO_K8,False,2615,654,2615,False,327
deepseek_r1_distill_qwen_7b,test_in_domain,gsm8k,gsm8k:test:951,1.001,False,False,0.0,ESCALATE_TO_K8,False,2400,600,2400,False,300
deepseek_r1_distill_qwen_7b,test_in_domain,gsm8k,gsm8k:test:953,1.001,False,False,0.0,ESCALATE_TO_K8,False,2832,708,2832,False,353
deepseek_r1_distill_qwen_7b,test_in_domain,gsm8k,gsm8k:test:966,1.001,False,False,0.0,ESCALATE_TO_K8,False,2799,699,2799,False,350
deepseek_r1_distill_qwen_7b,test_in_domain,gsm8k,gsm8k:test:1011,1.001,False,False,0.0,ESCALATE_TO_K8,False,3064,766,3064,False,383
deepseek_r1_distill_qwen_7b,test_in_domain,gsm8k,gsm8k:test:1030,1.001,False,False,0.0,ESCALATE_TO_K8,False,2833,709,2833,False,354
deepseek_r1_distill_qwen_7b,test_in_domain,gsm8k,gsm8k:test:1041,1.001,False,False,0.0,ESCALATE_TO_K8,False,2414,602,2414,False,302
deepseek_r1_distill_qwen_7b,test_in_domain,gsm8k,gsm8k:test:1052,1.001,False,False,0.0,ESCALATE_TO_K8,False,2528,632,2528,False,315
deepseek_r1_distill_qwen_7b,test_in_domain,gsm8k,gsm8k:test:1078,1.001,False,False,0.0,ESCALATE_TO_K8,False,2700,674,2700,False,336
deepseek_r1_distill_qwen_7b,test_in_domain,gsm8k,gsm8k:test:1079,1.001,False,False,0.0,ESCALATE_TO_K8,False,2469,617,2469,False,309
deepseek_r1_distill_qwen_7b,test_in_domain,gsm8k,gsm8k:test:1083,1.001,False,False,0.0,ESCALATE_TO_K8,False,2416,604,2416,False,302
deepseek_r1_distill_qwen_7b,test_in_domain,gsm8k,gsm8k:test:1090,1.001,False,False,0.0,ESCALATE_TO_K8,False,2487,622,2487,False,311
deepseek_r1_distill_qwen_7b,test_in_domain,gsm8k,gsm8k:test:1094,1.001,False,False,0.0,ESCALATE_TO_K8,False,2719,680,2719,False,340
deepseek_r1_distill_qwen_7b,test_in_domain,gsm8k,gsm8k:test:1139,1.001,False,False,0.0,ESCALATE_TO_K8,False,2486,622,2486,False,310
deepseek_r1_distill_qwen_7b,test_in_domain,gsm8k,gsm8k:test:1151,1.001,False,False,0.0,ESCALATE_TO_K8,False,2231,557,2231,False,279
deepseek_r1_distill_qwen_7b,test_in_domain,gsm8k,gsm8k:test:1157,1.001,False,False,0.0,ESCALATE_TO_K8,False,2400,600,2400,False,300
deepseek_r1_distill_qwen_7b,test_in_domain,gsm8k,gsm8k:test:1177,1.001,False,False,0.0,ESCALATE_TO_K8,False,2276,570,2276,False,285
deepseek_r1_distill_qwen_7b,test_in_domain,gsm8k,gsm8k:test:1187,1.001,False,False,0.0,ESCALATE_TO_K8,False,2351,588,2351,False,294
deepseek_r1_distill_qwen_7b,test_in_domain,gsm8k,gsm8k:test:1191,1.001,False,False,0.0,ESCALATE_TO_K8,False,2333,583,2333,False,292
deepseek_r1_distill_qwen_7b,test_in_domain,gsm8k,gsm8k:test:1224,1.001,False,False,0.0,ESCALATE_TO_K8,False,2229,558,2229,False,279
deepseek_r1_distill_qwen_7b,test_in_domain,gsm8k,gsm8k:test:1235,1.001,False,False,0.0,ESCALATE_TO_K8,False,2463,616,2463,False,308
deepseek_r1_distill_qwen_7b,test_in_domain,gsm8k,gsm8k:test:1253,1.001,False,False,0.0,ESCALATE_TO_K8,False,2269,568,2269,False,284
deepseek_r1_distill_qwen_7b,test_in_domain,gsm8k,gsm8k:test:1283,1.001,False,False,0.0,ESCALATE_TO_K8,False,2304,576,2304,False,288
deepseek_r1_distill_qwen_7b,test_in_domain,gsm8k,gsm8k:test:1287,1.001,False,False,0.0,ESCALATE_TO_K8,False,2399,600,2399,False,300
deepseek_r1_distill_qwen_7b,test_in_domain,gsm8k,gsm8k:test:1298,1.001,False,False,0.0,ESCALATE_TO_K8,False,2328,582,2328,False,291
deepseek_r1_distill_qwen_7b,test_in_domain,gsm8k,gsm8k:test:1299,1.001,False,False,0.0,ESCALATE_TO_K8,False,2416,604,2416,False,302
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:644,0.025,False,False,0.0,ESCALATE_TO_K8,False,2076,520,2076,False,302
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:716,0.025,False,False,0.0,ESCALATE_TO_K8,False,2352,630,2352,False,315
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:732,0.025,False,False,0.0,ESCALATE_TO_K8,False,2370,572,2370,False,309
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:746,0.025,False,False,0.0,ESCALATE_TO_K8,False,2636,658,2636,False,346
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:793,0.025,False,True,0.0,ESCALATE_TO_K8,True,2365,574,2365,True,1145
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:804,0.025,False,False,0.0,ESCALATE_TO_K8,False,2417,628,2417,False,314
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:834,0.025,False,False,0.0,ESCALATE_TO_K8,False,1508,321,1508,False,254
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:844,0.025,False,False,0.0,ESCALATE_TO_K8,False,2368,594,2368,False,297
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:849,0.025,True,False,0.0,ESCALATE_TO_K8,False,1722,416,1722,True,416
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:890,0.025,False,False,0.0,ESCALATE_TO_K8,False,2382,602,2382,False,301
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:896,0.025,True,True,1.0,STOP_AT_K2,True,433,433,1693,True,218
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:911,0.025,True,False,0.0,ESCALATE_TO_K8,False,2329,595,2329,True,595
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:922,0.025,False,False,1.0,STOP_AT_K2,False,376,376,1737,False,236
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:925,0.025,False,False,0.0,ESCALATE_TO_K8,False,2582,639,2582,False,335
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:948,0.025,False,False,0.0,ESCALATE_TO_K8,False,2410,639,2410,False,312
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:951,0.025,False,False,1.0,STOP_AT_K2,False,519,519,1817,False,212
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:953,0.025,False,False,0.0,ESCALATE_TO_K8,False,2900,733,2900,False,367
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:966,0.025,False,False,0.0,ESCALATE_TO_K8,False,2823,712,2823,False,355
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:1011,0.025,False,False,0.0,ESCALATE_TO_K8,False,3191,798,3191,False,399
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:1030,0.025,False,False,0.0,ESCALATE_TO_K8,False,2885,677,2885,False,368
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:1041,0.025,False,False,0.0,ESCALATE_TO_K8,False,2194,511,2194,False,310
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:1052,0.025,False,False,0.0,ESCALATE_TO_K8,False,2454,610,2454,False,287
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:1078,0.025,False,False,0.0,ESCALATE_TO_K8,False,2781,690,2781,False,346
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:1079,0.025,False,False,0.0,ESCALATE_TO_K8,False,2513,630,2513,False,315
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:1083,0.025,False,False,0.0,ESCALATE_TO_K8,False,2496,624,2496,False,312
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:1090,0.025,False,False,0.0,ESCALATE_TO_K8,False,2372,584,2372,False,316
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:1094,0.025,False,False,0.0,ESCALATE_TO_K8,False,2818,710,2818,False,355
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:1139,0.025,False,False,0.0,ESCALATE_TO_K8,False,2544,636,2544,False,318
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:1151,0.025,False,False,0.0,ESCALATE_TO_K8,False,2137,489,2137,False,227
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:1157,0.025,False,False,0.0,ESCALATE_TO_K8,False,2376,620,2376,False,310
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:1177,0.025,False,False,0.0,ESCALATE_TO_K8,False,2192,572,2192,False,285
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:1187,0.025,False,False,0.0,ESCALATE_TO_K8,False,2424,606,2424,False,303
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:1191,0.025,True,True,1.0,STOP_AT_K2,True,446,446,1798,True,446
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:1224,0.025,False,False,0.0,ESCALATE_TO_K8,False,1410,392,1410,False,184
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:1235,0.025,False,False,0.0,ESCALATE_TO_K8,False,2532,631,2532,False,317
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:1253,0.025,False,False,0.0,ESCALATE_TO_K8,False,2127,542,2127,False,275
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:1283,0.025,False,False,1.0,STOP_AT_K2,False,525,525,2232,False,298
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:1287,0.025,False,False,0.0,ESCALATE_TO_K8,False,2418,609,2418,False,304
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:1298,0.025,False,False,1.0,STOP_AT_K2,False,505,505,2172,False,257
mistral_7b_instruct_v0p3,test_in_domain,gsm8k,gsm8k:test:1299,0.025,False,False,0.0,ESCALATE_TO_K8,False,2140,506,2140,False,310
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:644,0.025,True,True,1.0,STOP_AT_K2,True,483,483,1795,True,235
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:716,0.025,True,True,1.0,STOP_AT_K2,True,553,553,2315,True,313
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:732,0.025,True,True,1.0,STOP_AT_K2,True,527,527,2041,True,260
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:746,0.025,False,True,0.0,ESCALATE_TO_K8,True,2703,686,2703,True,324
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:793,0.025,False,True,0.0,ESCALATE_TO_K8,True,2478,613,2478,True,1250
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:804,0.025,False,True,0.0,ESCALATE_TO_K8,True,2316,565,2316,True,199
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:834,0.025,False,False,0.0,ESCALATE_TO_K8,False,2263,594,2263,False,297
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:844,0.025,False,True,0.0,ESCALATE_TO_K8,True,2250,577,2250,True,273
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:849,0.025,False,False,1.0,STOP_AT_K2,False,384,384,1593,False,212
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:890,0.025,False,False,0.0,ESCALATE_TO_K8,False,2314,573,2314,False,278
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:896,0.025,True,True,1.0,STOP_AT_K2,True,448,448,1765,True,448
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:911,0.025,True,True,1.0,STOP_AT_K2,True,517,517,2017,True,232
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:922,0.025,True,True,0.0,ESCALATE_TO_K8,True,1371,311,1371,True,311
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:925,0.025,True,True,1.0,STOP_AT_K2,True,599,599,2543,True,599
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:948,0.025,True,True,0.0,ESCALATE_TO_K8,True,2631,666,2631,True,295
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:951,0.025,False,False,1.0,STOP_AT_K2,False,466,466,1708,False,226
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:953,0.025,False,False,0.0,ESCALATE_TO_K8,False,2896,724,2896,False,362
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:966,0.025,True,True,1.0,STOP_AT_K2,True,628,628,2645,True,342
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1011,0.025,False,False,0.0,ESCALATE_TO_K8,False,3128,782,3128,False,391
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1030,0.025,False,False,0.0,ESCALATE_TO_K8,False,2896,724,2896,False,362
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1041,0.025,True,True,1.0,STOP_AT_K2,True,563,563,2173,True,276
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1052,0.025,True,True,1.0,STOP_AT_K2,True,525,525,2025,True,256
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1078,0.025,True,True,1.0,STOP_AT_K2,True,676,676,2513,True,331
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1079,0.025,False,False,0.0,ESCALATE_TO_K8,False,2521,634,2521,False,317
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1083,0.025,False,True,1.0,STOP_AT_K2,False,595,595,2072,True,226
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1090,0.025,True,True,1.0,STOP_AT_K2,True,491,491,1966,True,271
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1094,0.025,False,False,0.0,ESCALATE_TO_K8,False,2784,696,2784,False,348
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1139,0.025,False,False,0.0,ESCALATE_TO_K8,False,2552,638,2552,False,319
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1151,0.025,True,True,1.0,STOP_AT_K2,True,447,447,1835,True,224
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1157,0.025,True,True,1.0,STOP_AT_K2,True,446,446,1759,True,212
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1177,0.025,True,True,1.0,STOP_AT_K2,True,482,482,2004,True,246
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1187,0.025,True,True,0.0,ESCALATE_TO_K8,True,2194,577,2194,True,577
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1191,0.025,True,True,0.0,ESCALATE_TO_K8,True,1665,401,1665,True,200
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1224,0.025,True,True,1.0,STOP_AT_K2,True,413,413,1488,True,154
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1235,0.025,True,True,1.0,STOP_AT_K2,True,632,632,2517,True,316
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1253,0.025,True,True,1.0,STOP_AT_K2,True,485,485,2020,True,259
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1283,0.025,True,True,1.0,STOP_AT_K2,True,478,478,1907,True,254
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1287,0.025,True,True,1.0,STOP_AT_K2,True,535,535,2138,True,283
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1298,0.025,False,True,0.0,ESCALATE_TO_K8,True,2063,517,2063,True,244
qwen2p5_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1299,0.025,True,False,0.0,ESCALATE_TO_K8,False,2074,524,2074,True,524
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:644,0.025,True,False,0.0,ESCALATE_TO_K8,False,2402,601,2402,True,601
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:716,0.025,False,False,0.0,ESCALATE_TO_K8,False,2503,625,2503,False,313
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:732,0.025,False,False,0.0,ESCALATE_TO_K8,False,2456,614,2456,False,307
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:746,0.025,False,False,0.0,ESCALATE_TO_K8,False,2744,686,2744,False,343
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:793,0.025,False,False,0.0,ESCALATE_TO_K8,False,2551,638,2551,False,319
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:804,0.025,False,False,0.0,ESCALATE_TO_K8,False,2534,633,2534,False,317
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:834,0.025,False,False,0.0,ESCALATE_TO_K8,False,2376,594,2376,False,297
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:844,0.025,False,False,0.0,ESCALATE_TO_K8,False,2390,598,2390,False,299
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:849,0.025,False,False,0.0,ESCALATE_TO_K8,False,2317,565,2317,False,292
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:890,0.025,False,False,0.0,ESCALATE_TO_K8,False,2384,596,2384,False,298
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:896,0.025,False,False,0.0,ESCALATE_TO_K8,False,2391,597,2391,False,299
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:911,0.025,False,False,0.0,ESCALATE_TO_K8,False,2479,619,2479,False,310
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:922,0.025,True,True,0.0,ESCALATE_TO_K8,True,2266,559,2266,True,559
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:925,0.025,False,False,0.0,ESCALATE_TO_K8,False,2671,668,2671,False,334
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:948,0.025,False,False,0.0,ESCALATE_TO_K8,False,2679,669,2679,False,335
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:951,0.025,False,False,0.0,ESCALATE_TO_K8,False,2463,616,2463,False,308
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:953,0.025,False,False,0.0,ESCALATE_TO_K8,False,2894,723,2894,False,362
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:966,0.025,False,False,0.0,ESCALATE_TO_K8,False,2864,716,2864,False,358
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1011,0.025,False,False,0.0,ESCALATE_TO_K8,False,3128,782,3128,False,391
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1030,0.025,False,False,0.0,ESCALATE_TO_K8,False,2895,724,2895,False,362
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1041,0.025,False,False,0.0,ESCALATE_TO_K8,False,2480,620,2480,False,310
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1052,0.025,False,False,0.0,ESCALATE_TO_K8,False,2590,648,2590,False,324
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1078,0.025,False,False,0.0,ESCALATE_TO_K8,False,2766,692,2766,False,346
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1079,0.025,False,False,1.0,STOP_AT_K2,False,634,634,2536,False,317
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1083,0.025,False,False,0.0,ESCALATE_TO_K8,False,2476,619,2476,False,310
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1090,0.025,False,False,0.0,ESCALATE_TO_K8,False,2551,638,2551,False,319
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1094,0.025,False,False,0.0,ESCALATE_TO_K8,False,2782,695,2782,False,348
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1139,0.025,False,False,0.0,ESCALATE_TO_K8,False,2551,638,2551,False,319
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1151,0.025,False,False,0.0,ESCALATE_TO_K8,False,2296,574,2296,False,287
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1157,0.025,False,False,0.0,ESCALATE_TO_K8,False,2464,616,2464,False,308
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1177,0.025,False,False,0.0,ESCALATE_TO_K8,False,2342,586,2342,False,293
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1187,0.025,False,False,0.0,ESCALATE_TO_K8,False,2415,604,2415,False,302
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1191,0.025,False,False,0.0,ESCALATE_TO_K8,False,2387,600,2387,False,300
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1224,0.025,True,True,1.0,STOP_AT_K2,True,521,521,2091,True,521
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1235,0.025,False,False,0.0,ESCALATE_TO_K8,False,2527,632,2527,False,316
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1253,0.025,False,False,0.0,ESCALATE_TO_K8,False,2336,584,2336,False,292
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1283,0.025,False,False,0.0,ESCALATE_TO_K8,False,2367,592,2367,False,295
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1287,0.025,False,False,0.0,ESCALATE_TO_K8,False,2463,616,2463,False,308
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1298,0.025,False,False,0.0,ESCALATE_TO_K8,False,2390,597,2390,False,298
qwen2p5_math_7b_instruct,test_in_domain,gsm8k,gsm8k:test:1299,0.025,False,False,0.0,ESCALATE_TO_K8,False,2479,619,2479,True,306
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:22,1.001,False,False,0.0,ESCALATE_TO_K8,False,2951,738,2951,False,369
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:44,1.001,False,False,0.0,ESCALATE_TO_K8,False,2448,612,2448,False,304
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:51,1.001,False,False,0.0,ESCALATE_TO_K8,False,2103,525,2103,False,263
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:56,1.001,False,False,0.0,ESCALATE_TO_K8,False,2144,536,2144,False,268
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:60,1.001,False,False,0.0,ESCALATE_TO_K8,False,2336,584,2336,False,292
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:62,1.001,False,False,0.0,ESCALATE_TO_K8,False,2776,694,2776,False,346
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:64,1.001,False,False,0.0,ESCALATE_TO_K8,False,2456,614,2456,False,307
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:67,1.001,False,False,0.0,ESCALATE_TO_K8,False,2334,583,2334,False,292
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:71,1.001,False,False,0.0,ESCALATE_TO_K8,False,2151,538,2151,False,269
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:87,1.001,False,False,0.0,ESCALATE_TO_K8,False,2120,530,2120,False,264
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:88,1.001,False,False,0.0,ESCALATE_TO_K8,False,2632,658,2632,False,329
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:89,1.001,False,False,0.0,ESCALATE_TO_K8,False,2136,534,2136,False,267
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:101,1.001,False,False,0.0,ESCALATE_TO_K8,False,3464,866,3464,False,433
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:112,1.001,False,False,0.0,ESCALATE_TO_K8,False,2544,636,2544,False,317
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:130,1.001,False,False,0.0,ESCALATE_TO_K8,False,2246,562,2246,False,280
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:132,1.001,False,False,0.0,ESCALATE_TO_K8,False,2308,577,2308,False,289
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:135,1.001,False,False,0.0,ESCALATE_TO_K8,False,2496,624,2496,False,312
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:140,1.001,False,False,0.0,ESCALATE_TO_K8,False,2190,547,2190,False,274
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:144,1.001,False,False,0.0,ESCALATE_TO_K8,False,2327,582,2327,False,291
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:145,1.001,False,False,0.0,ESCALATE_TO_K8,False,2399,600,2399,False,300
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:150,1.001,False,False,0.0,ESCALATE_TO_K8,False,3727,932,3727,False,465
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:157,1.001,False,False,0.0,ESCALATE_TO_K8,False,2304,576,2304,False,288
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:160,1.001,False,False,0.0,ESCALATE_TO_K8,False,2120,530,2120,False,265
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:161,1.001,False,False,0.0,ESCALATE_TO_K8,False,1880,429,1880,False,207
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:162,1.001,False,False,0.0,ESCALATE_TO_K8,False,2342,586,2342,False,293
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:167,1.001,False,False,0.0,ESCALATE_TO_K8,False,2552,638,2552,False,319
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:168,1.001,False,False,0.0,ESCALATE_TO_K8,False,7271,1818,7271,False,909
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:172,1.001,False,False,0.0,ESCALATE_TO_K8,False,2176,544,2176,False,272
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:177,1.001,False,False,0.0,ESCALATE_TO_K8,False,3943,986,3943,False,493
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:194,1.001,False,False,0.0,ESCALATE_TO_K8,False,2224,556,2224,False,278
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:206,1.001,False,False,0.0,ESCALATE_TO_K8,False,2654,664,2654,False,332
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:210,1.001,False,False,0.0,ESCALATE_TO_K8,False,3560,890,3560,False,445
