idx,case_type,label,original_json_valid,repair_status,repair_valid,verifier_prediction,source_id_match,title_similarity,content_similarity,year_match,content_grounded,claimed_title,claimed_year,claimed_doi,claimed_arxiv_id,gold_title,research_question
58,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.17391304347826086,0.0,False,False,Bidirectional LSTM with attention mechanism and convolutional layer for text classification,2019,"https://doi.org/10.1016/j.neucom.2019. ""claimed_arxiv_id"": ""arXiv_id"": ""arXiv_id"": ""arXiv_id"": ""arXiv_id"": ""arXiv_id"": ""arXiv_id"": ""arXiv_id"": ""arXiv_id"": ""arXiv_id"": ""arXiv_id"": ""arXiv_id"": ""arXiv_id"": ""arXiv_id"": ""arXiv_id"": ""10.1016/j.neucom.2019.01.038","arXiv_id"": ""arXiv_id"": ""arXiv_id"": ""arXiv_id"": ""arXiv_id"": ""arXiv_id"": ""arXiv_id"": ""arXiv_id"": ""arXiv_id"": ""arXiv_id"": ""arXiv_id"": ""arXiv_id"": ""arXiv_id"": ""arXiv_id"": ""10.1016/j.neucom.2019.01.038",Performance Improvement of Water Body Segmentation by DeeplabV3+Using Two Dimensional Variational Mode Decomposition,How can neural network architectures be designed or adapted to improve the detection and segmentation of small-scale objects in satellite imagery?
59,source_conditioned_supported,supported,False,regex_repair,True,supported,True,1.0,1.0,True,True,Performance Improvement of Water Body Segmentation by DeeplabV3+Using Two Dimensional Variational Mode Decomposition,2023,https://doi.org/10.1109/spin57001.2023.10116311,2310.06848v1,Performance Improvement of Water Body Segmentation by DeeplabV3+Using Two Dimensional Variational Mode Decomposition,How can neural network architectures be designed or adapted to improve the detection and segmentation of small-scale objects in satellite imagery?
59,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.25149700598802394,0.0,False,False,Performance Improvement of Water Body Segmentation by DeeplabV3+Using Two Dimensional Variational Mode Decomposition,2023,https://doi.org/10.1109/spin57001.2023.10116311,2310.06848v1,Economics of converting renewable power to hydrogen,What are the main advantages and technical challenges of producing and studying muonic hydrogen atoms in vacuum for investigating energy-dependent muonic reactions and their relevance to muon-catalyzed fusion?
60,source_conditioned_supported,supported,False,regex_repair,True,hallucinated,False,0.9320388349514563,0.11710323574730354,True,False,Economics of converting renewable energy to hydrogen,2019,https://doi.org/10.1038/ncomms.2019.1,01010007v1,Economics of converting renewable power to hydrogen,What are the main advantages and technical challenges of producing and studying muonic hydrogen atoms in vacuum for investigating energy-dependent muonic reactions and their relevance to muon-catalyzed fusion?
60,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.26153846153846155,0.009602194787379973,False,False,Economics of converting renewable energy to hydrogen,2019,https://doi.org/10.1038/ncomms.2019.1,01010007v1,Systemic approach to Smart Urban Transformations Of Cities Case of Muscat- Oman,What practical steps can city governments take to integrate circular economy principles with smart technologies while ensuring strong citizen engagement and equitable outcomes?
61,source_conditioned_supported,supported,False,regex_repair,True,hallucinated,False,0.22349570200573066,0.07678464307138572,True,False,"Systemic approach to Smart Urban Transformations Of Cities Case of Muscat Oman"", ""claimed_title"": ""Systemic approach to Smart Urban Transformations Of Cities Case of Muscat Oman ""claimed_year"": 2023 ""claimed_doi"": ""https://doi.org/10.15379/ijmst ""claimed_doi"": ""https://doi.org/10.15379/ijmst ""claimed_arxiv_id"": ""2410.22012v1 ""claimed_content"": ""Smart cities have been a very active area of research in the last 20 years Abstract: Systemic approach to Smart Urban Transformations Of Cities Case of Muscat Oman ""claimed_title"": ""Systemic approach to Smart Urban Transformations Of Cities Case of Muscat Oman ""claimed_year"": 2023 ""claimed_doi"": ""https://doi.org/10",2023,"https://doi.org/10.15379/ijmst ""claimed_doi"": ""https://doi.org/10.15379/ijmst ""claimed_arxiv_id"": ""2410.22012v1 ""claimed_content"": ""Smart cities have been a very active area of research in the last 20 years Abstract: Systemic approach to Smart Urban Transformations Of Cities Case of Muscat Oman ""claimed_title"": ""Systemic approach to Smart Urban Transformations Of Cities Case of Muscat Oman ""claimed_year"": 2023 ""claimed_doi"": ""https://doi.org/10","2410.22012v1 ""claimed_content"": ""Smart cities have been a very active area of research in the last 20 years Abstract: Systemic approach to Smart Urban Transformations Of Cities Case of Muscat Oman ""claimed_title"": ""Systemic approach to Smart Urban Transformations Of Cities Case of Muscat Oman ""claimed_year"": 2023 ""claimed_doi"": ""https://doi.org/10",Systemic approach to Smart Urban Transformations Of Cities Case of Muscat- Oman,What practical steps can city governments take to integrate circular economy principles with smart technologies while ensuring strong citizen engagement and equitable outcomes?
61,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.08533333333333333,0.022712090848363394,False,False,"Systemic approach to Smart Urban Transformations Of Cities Case of Muscat Oman"", ""claimed_title"": ""Systemic approach to Smart Urban Transformations Of Cities Case of Muscat Oman ""claimed_year"": 2023 ""claimed_doi"": ""https://doi.org/10.15379/ijmst ""claimed_doi"": ""https://doi.org/10.15379/ijmst ""claimed_arxiv_id"": ""2410.22012v1 ""claimed_content"": ""Smart cities have been a very active area of research in the last 20 years Abstract: Systemic approach to Smart Urban Transformations Of Cities Case of Muscat Oman ""claimed_title"": ""Systemic approach to Smart Urban Transformations Of Cities Case of Muscat Oman ""claimed_year"": 2023 ""claimed_doi"": ""https://doi.org/10",2023,"https://doi.org/10.15379/ijmst ""claimed_doi"": ""https://doi.org/10.15379/ijmst ""claimed_arxiv_id"": ""2410.22012v1 ""claimed_content"": ""Smart cities have been a very active area of research in the last 20 years Abstract: Systemic approach to Smart Urban Transformations Of Cities Case of Muscat Oman ""claimed_title"": ""Systemic approach to Smart Urban Transformations Of Cities Case of Muscat Oman ""claimed_year"": 2023 ""claimed_doi"": ""https://doi.org/10","2410.22012v1 ""claimed_content"": ""Smart cities have been a very active area of research in the last 20 years Abstract: Systemic approach to Smart Urban Transformations Of Cities Case of Muscat Oman ""claimed_title"": ""Systemic approach to Smart Urban Transformations Of Cities Case of Muscat Oman ""claimed_year"": 2023 ""claimed_doi"": ""https://doi.org/10",Engineering the electronic structure of single atom Ru sites via compressive strain boosts acidic water oxidation electrocatalysis,"How do different buffer anions and cations present at neutral pH affect the activity, onset potential, and stability of water oxidation catalysts, and what mechanisms explain those effects?"
62,source_conditioned_supported,supported,False,regex_repair,True,supported,True,1.0,1.0,True,True,Engineering the electronic structure of single atom Ru sites via compressive strain boosts acidic water oxidation electrocatalysis,2019,https://doi.org/10.1038/s41929-019-0246-2,1402.5491v1,Engineering the electronic structure of single atom Ru sites via compressive strain boosts acidic water oxidation electrocatalysis,"How do different buffer anions and cations present at neutral pH affect the activity, onset potential, and stability of water oxidation catalysts, and what mechanisms explain those effects?"
62,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.17293233082706766,0.007832898172323759,False,False,Engineering the electronic structure of single atom Ru sites via compressive strain boosts acidic water oxidation electrocatalysis,2019,https://doi.org/10.1038/s41929-019-0246-2,1402.5491v1,An exploration of the feasibility and clinical value of half-dose 5-h total-body 18F-FDG PET/CT scan in patients with Takayasu arteritis,"What simple mechanisms or economic processes can explain why company size distributions (income, capital, sales, employees) follow Zipf's law or other power laws?"
63,source_conditioned_supported,supported,False,unrepairable:no_json_object,False,hallucinated,False,0.0,0.0,False,False,,,,,An exploration of the feasibility and clinical value of half-dose 5-h total-body 18F-FDG PET/CT scan in patients with Takayasu arteritis,"What simple mechanisms or economic processes can explain why company size distributions (income, capital, sales, employees) follow Zipf's law or other power laws?"
63,shifted_source_negative,hallucinated,False,unrepairable:no_json_object,False,hallucinated,False,0.0,0.0,False,False,,,,,Search-and-replace genome editing without double-strand breaks or donor DNA,"What are the current best practices for integrating computational predictions of genetic variant impact into clinical diagnostic workflows, and how should their uncertainty be communicated to clinicians and patients?"
64,source_conditioned_supported,supported,True,strict_json,True,supported,True,1.0,1.0,True,True,Search-and-replace genome editing without double-strand breaks or donor DNA,2019,https://doi.org/10.1038/s41586-019-1711-4,2205.05897v1,Search-and-replace genome editing without double-strand breaks or donor DNA,"What are the current best practices for integrating computational predictions of genetic variant impact into clinical diagnostic workflows, and how should their uncertainty be communicated to clinicians and patients?"
64,shifted_source_negative,hallucinated,True,strict_json,True,hallucinated,False,0.24870466321243523,0.00749063670411985,False,False,Search-and-replace genome editing without double-strand breaks or donor DNA,2019,https://doi.org/10.1038/s41586-019-1711-4,2205.05897v1,"4′,7-dihydroxyflavone conjugated carbon nanotube formulation demonstrates improved efficacy against Leishmania parasite","How can information-theoretic measures such as Shannon entropy and Kullback–Leibler divergence be used to distinguish between different physical mechanisms (e.g., collision cascades vs. thermal spikes) responsible for ion-induced fragmentation of carbon nanotubes?"
65,source_conditioned_supported,supported,False,unrepairable:no_json_object,False,hallucinated,False,0.0,0.0,False,False,,,,,"4′,7-dihydroxyflavone conjugated carbon nanotube formulation demonstrates improved efficacy against Leishmania parasite","How can information-theoretic measures such as Shannon entropy and Kullback–Leibler divergence be used to distinguish between different physical mechanisms (e.g., collision cascades vs. thermal spikes) responsible for ion-induced fragmentation of carbon nanotubes?"
65,shifted_source_negative,hallucinated,False,unrepairable:no_json_object,False,hallucinated,False,0.0,0.0,False,False,,,,,Reaction systems for solar hydrogen production via water splitting with particulate semiconductor photocatalysts,"What are the advantages and challenges of studying muonic hydrogen atoms in vacuum compared with traditional bulk gas, liquid, or solid targets when investigating processes relevant to muon-catalyzed fusion?"
66,source_conditioned_supported,supported,False,unrepairable:no_json_object,False,hallucinated,False,0.0,0.0,False,False,,,,,Reaction systems for solar hydrogen production via water splitting with particulate semiconductor photocatalysts,"What are the advantages and challenges of studying muonic hydrogen atoms in vacuum compared with traditional bulk gas, liquid, or solid targets when investigating processes relevant to muon-catalyzed fusion?"
66,shifted_source_negative,hallucinated,False,unrepairable:no_json_object,False,hallucinated,False,0.0,0.0,False,False,,,,,"Harnack Estimation for Nonlinear, Weighted, Heat-Type Equation along Geometric Flow and Applications","How do adding higher-order terms or extra free parameters to nonlinear Schrödinger-type models affect the formation, stability, and interactions of breathers and rogue waves in physical systems, and how should one choose those parameters to match observations?"
67,source_conditioned_supported,supported,False,regex_repair,True,hallucinated,False,0.43847874720357943,0.0,True,False,"Harnack Estimation for Nonlinear, Weighted, Heat-Type Equation along Geometric Flow and Applications Abstract The Harnack Estimation for nonlinear, weighted, heat-type equation along geometric flow and its applications { ""claimed_title"": ""Harnack Estimation for Nonlinear, Weighted, Heat-Type Equation along Geometric Flow and Its Applications ""claimed_year"": 2023",2023,"We derive the two-breather solution of the class I infinitely extended nonlinear, weighted, heat-type equation along geometric flow and its applications Source record: { ""claimed_title"": ""Harnack Estimation for Nonlinear, Weighted, heat-type equation along geometric flow and Its Applications ""claimed_doi"": ""We derive the two-breather solution of the class I infinitely extended nonlinear, weighted heat-type equation along geometric flow and its applications ""claimed_ar",,"Harnack Estimation for Nonlinear, Weighted, Heat-Type Equation along Geometric Flow and Applications","How do adding higher-order terms or extra free parameters to nonlinear Schrödinger-type models affect the formation, stability, and interactions of breathers and rogue waves in physical systems, and how should one choose those parameters to match observations?"
67,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.10964912280701754,0.0,False,False,"Harnack Estimation for Nonlinear, Weighted, Heat-Type Equation along Geometric Flow and Applications Abstract The Harnack Estimation for nonlinear, weighted, heat-type equation along geometric flow and its applications { ""claimed_title"": ""Harnack Estimation for Nonlinear, Weighted, Heat-Type Equation along Geometric Flow and Its Applications ""claimed_year"": 2023",2023,"We derive the two-breather solution of the class I infinitely extended nonlinear, weighted, heat-type equation along geometric flow and its applications Source record: { ""claimed_title"": ""Harnack Estimation for Nonlinear, Weighted, heat-type equation along geometric flow and Its Applications ""claimed_doi"": ""We derive the two-breather solution of the class I infinitely extended nonlinear, weighted heat-type equation along geometric flow and its applications ""claimed_ar",,Memorizing Normality to Detect Anomaly: Memory-Augmented Deep Autoencoder for Unsupervised Anomaly Detection,"How can incorporating an external memory component into an autoencoder improve anomaly detection, and what are the practical trade-offs (such as added complexity, memory size, and risk of overfitting) to consider?"
68,source_conditioned_supported,supported,False,unrepairable:no_json_object,False,hallucinated,False,0.0,0.0,False,False,,,,,Memorizing Normality to Detect Anomaly: Memory-Augmented Deep Autoencoder for Unsupervised Anomaly Detection,"How can incorporating an external memory component into an autoencoder improve anomaly detection, and what are the practical trade-offs (such as added complexity, memory size, and risk of overfitting) to consider?"
68,shifted_source_negative,hallucinated,False,unrepairable:no_json_object,False,hallucinated,False,0.0,0.0,False,False,,,,,Crowding-out effect of tobacco consumption in Serbia,What factors determine whether increasing a model's size or parameter count will lead to a proportional rise in inference energy consumption in real-world deployments?
69,source_conditioned_supported,supported,False,regex_repair,True,hallucinated,True,1.0,0.1669266770670827,True,False,Crowding-out effect of tobacco consumption in Serbia,2023,null,2109.05472v2,Crowding-out effect of tobacco consumption in Serbia,What factors determine whether increasing a model's size or parameter count will lead to a proportional rise in inference energy consumption in real-world deployments?
69,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.37623762376237624,0.011472275334608031,False,False,Crowding-out effect of tobacco consumption in Serbia,2023,null,2109.05472v2,Quantum Chemistry in the Age of Quantum Computing,"What are the advantages and potential challenges of using a higher-order dataflow graph representation and runtime for building, visualizing, and executing quantum-classical hybrid algorithms across remote, cloud, or distributed environments?"
70,source_conditioned_supported,supported,False,regex_repair,True,hallucinated,False,0.3469387755102041,0.03932082216264522,True,False,Quantum Computing and Quantum Information Science,2019,"https://doi.org/10.1021/acs.journals.acs.org/doi/10.1021/acs.journals.acs.org/10.1021/acs.journals.acs.org/10.1021/acs.journals.acs.org/10.1021.1021/acs.journals.acs.org/10.1021.1021/acs.journals.acs/10.1021.1021.1021/acs.journals.acs.1021/10.1021.1021/acs.journals.acs.8b.8.1 ""claimed_content"": ""Enabling quantum computing with quantum chemistry, enabling the development of quantum algorithms for quantum computing, a novel approach to quantum computing that enables the efficient execution of",,Quantum Chemistry in the Age of Quantum Computing,"What are the advantages and potential challenges of using a higher-order dataflow graph representation and runtime for building, visualizing, and executing quantum-classical hybrid algorithms across remote, cloud, or distributed environments?"
70,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.28846153846153844,0.016773556980759743,False,False,Quantum Computing and Quantum Information Science,2019,"https://doi.org/10.1021/acs.journals.acs.org/doi/10.1021/acs.journals.acs.org/10.1021/acs.journals.acs.org/10.1021/acs.journals.acs.org/10.1021.1021/acs.journals.acs.org/10.1021.1021/acs.journals.acs/10.1021.1021.1021/acs.journals.acs.1021/10.1021.1021/acs.journals.acs.8b.8.1 ""claimed_content"": ""Enabling quantum computing with quantum chemistry, enabling the development of quantum algorithms for quantum computing, a novel approach to quantum computing that enables the efficient execution of",,A synergetic strategy based on texture and Nano-TiO2 grease to improve the tribological and insulating properties of the matrix under current-carrying friction,"What are the main scientific and technological challenges to establishing a sustained program of Venus exploration, and what types of missions or instruments would best address those challenges?"
71,source_conditioned_supported,supported,False,regex_repair,True,supported,True,1.0,1.0,True,True,A synergetic strategy based on texture and Nano-TiO2 grease to improve the tribological and insulating properties of the matrix under current-carrying friction,2023,https://doi.org/10.1016/j.triboint.2023.108379,2412.06830v1,A synergetic strategy based on texture and Nano-TiO2 grease to improve the tribological and insulating properties of the matrix under current-carrying friction,"What are the main scientific and technological challenges to establishing a sustained program of Venus exploration, and what types of missions or instruments would best address those challenges?"
71,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.1908713692946058,0.002982848620432513,False,False,A synergetic strategy based on texture and Nano-TiO2 grease to improve the tribological and insulating properties of the matrix under current-carrying friction,2023,https://doi.org/10.1016/j.triboint.2023.108379,2412.06830v1,Quantitative assessment of microbial necromass contribution to soil organic matter,"How does portable X-ray fluorescence (PXRF) spectrometry compare to conventional laboratory analyses for measuring soil nutrients and elements in terms of accuracy, cost, speed, and field applicability?"
72,source_conditioned_supported,supported,False,regex_repair,True,supported,True,1.0,1.0,True,True,Quantitative assessment of microbial necromass contribution to soil organic matter,2019,https://doi.org/10.1111/gcb.14781,2404.12415v2,Quantitative assessment of microbial necromass contribution to soil organic matter,"How does portable X-ray fluorescence (PXRF) spectrometry compare to conventional laboratory analyses for measuring soil nutrients and elements in terms of accuracy, cost, speed, and field applicability?"
72,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.2808988764044944,0.005964214711729622,False,False,Quantitative assessment of microbial necromass contribution to soil organic matter,2019,https://doi.org/10.1111/gcb.14781,2404.12415v2,The effect of internet addiction on physical activity and dietary habits in high school students,What teaching practices or interventions have been shown to effectively promote more expert-like attitudes and approaches to physics problem solving among high school and university students?
73,source_conditioned_supported,supported,False,regex_repair,True,hallucinated,False,0.6463414634146342,0.0,True,False,The effect of internet addiction on the mental health of adolescents,2023,"https://doi.org/10.1007/023-02083-0 ""claimed_title"", ""claimed_year"", ""claimed_doi"", ""claimed_arxiv_id"", ""claimed_content",,The effect of internet addiction on physical activity and dietary habits in high school students,What teaching practices or interventions have been shown to effectively promote more expert-like attitudes and approaches to physics problem solving among high school and university students?
73,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.22018348623853212,0.0,False,False,The effect of internet addiction on the mental health of adolescents,2023,"https://doi.org/10.1007/023-02083-0 ""claimed_title"", ""claimed_year"", ""claimed_doi"", ""claimed_arxiv_id"", ""claimed_content",,Advances in magnetoelectric multiferroics,What strategies are most promising for designing or discovering single-phase materials that exhibit both robust ferroelectricity and magnetism at or near room temperature?
74,source_conditioned_supported,supported,False,regex_repair,True,hallucinated,False,1.0,0.0734341252699784,True,False,Advances in magnetoelectric multiferroics,2019,"https://doi.org/10.1038/s41586-2019-01-001 ""claimed_doi"": ""https://doi.org/10.1038/s41586-001 ""claimed_arxiv_id"": ""https://arxiv.org/0906-0662 ""claimed_content"": ""Multiferroics, defined for those multifunctional materials with multiple spaces in the abstract ""Advances in magnetoelectric multiferroics ""claimed_year"": 2019 ""claimed_title"": ""Advances in magnetoelectric multiferroics ""claimed_doi"": ""claimed_content"": ""Multiferroics, defined for those multifunctional materials with magnetoelectric properties, have been extensively studied in the past few decades","https://arxiv.org/0906-0662 ""claimed_content"": ""Multiferroics, defined for those multifunctional materials with multiple spaces in the abstract ""Advances in magnetoelectric multiferroics ""claimed_year"": 2019 ""claimed_title"": ""Advances in magnetoelectric multiferroics ""claimed_doi"": ""claimed_content"": ""Multiferroics, defined for those multifunctional materials with magnetoelectric properties, have been extensively studied in the past few decades",Advances in magnetoelectric multiferroics,What strategies are most promising for designing or discovering single-phase materials that exhibit both robust ferroelectricity and magnetism at or near room temperature?
74,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.20588235294117646,0.013845185651353053,False,False,Advances in magnetoelectric multiferroics,2019,"https://doi.org/10.1038/s41586-2019-01-001 ""claimed_doi"": ""https://doi.org/10.1038/s41586-001 ""claimed_arxiv_id"": ""https://arxiv.org/0906-0662 ""claimed_content"": ""Multiferroics, defined for those multifunctional materials with multiple spaces in the abstract ""Advances in magnetoelectric multiferroics ""claimed_year"": 2019 ""claimed_title"": ""Advances in magnetoelectric multiferroics ""claimed_doi"": ""claimed_content"": ""Multiferroics, defined for those multifunctional materials with magnetoelectric properties, have been extensively studied in the past few decades","https://arxiv.org/0906-0662 ""claimed_content"": ""Multiferroics, defined for those multifunctional materials with multiple spaces in the abstract ""Advances in magnetoelectric multiferroics ""claimed_year"": 2019 ""claimed_title"": ""Advances in magnetoelectric multiferroics ""claimed_doi"": ""claimed_content"": ""Multiferroics, defined for those multifunctional materials with magnetoelectric properties, have been extensively studied in the past few decades",Synthesis and Biological Activity of Myricetin Derivatives Containing Pyrazole Piperazine Amide,How can concepts from rate-distortion theory be applied to explain why and how molecular coding systems (like the genetic code) emerge and evolve in biological populations?
75,source_conditioned_supported,supported,False,unrepairable:no_json_object,False,hallucinated,False,0.0,0.0,False,False,,,,,Synthesis and Biological Activity of Myricetin Derivatives Containing Pyrazole Piperazine Amide,How can concepts from rate-distortion theory be applied to explain why and how molecular coding systems (like the genetic code) emerge and evolve in biological populations?
75,shifted_source_negative,hallucinated,False,unrepairable:no_json_object,False,hallucinated,False,0.0,0.0,False,False,,,,,Actional-Structural Graph Convolutional Networks for Skeleton-Based Action Recognition,"How do multi-level (global body vs local body-part) representations and part-aware attention mechanisms improve generalization in one-shot skeleton-based action recognition, especially for distinguishing fine-grained actions?"
76,source_conditioned_supported,supported,False,unrepairable:no_json_object,False,hallucinated,False,0.0,0.0,False,False,,,,,Actional-Structural Graph Convolutional Networks for Skeleton-Based Action Recognition,"How do multi-level (global body vs local body-part) representations and part-aware attention mechanisms improve generalization in one-shot skeleton-based action recognition, especially for distinguishing fine-grained actions?"
76,shifted_source_negative,hallucinated,False,unrepairable:no_json_object,False,hallucinated,False,0.0,0.0,False,False,,,,,"Reliability, Usefulness, and Validity of Field-Based Vertical Jump Measuring Devices",What factors should be considered when evaluating the validity and reliability of consumer wearable devices for measuring vertical jump height in athletes?
77,source_conditioned_supported,supported,False,regex_repair,True,supported,True,1.0,1.0,True,True,"Reliability, Usefulness, and Validity of Field-Based Vertical Jump Measuring Devices",2023,https://doi.org/10.1519/jsc.0000000000004436,2203.16442v1,"Reliability, Usefulness, and Validity of Field-Based Vertical Jump Measuring Devices",What factors should be considered when evaluating the validity and reliability of consumer wearable devices for measuring vertical jump height in athletes?
77,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.2191780821917808,0.014563106796116505,False,False,"Reliability, Usefulness, and Validity of Field-Based Vertical Jump Measuring Devices",2023,https://doi.org/10.1519/jsc.0000000000004436,2203.16442v1,Quantum supremacy using a programmable superconducting processor,"How do precise measurements of rare B meson decays into muon pairs constrain or rule out different types of theories beyond the Standard Model, and which classes of models are most affected?"
78,source_conditioned_supported,supported,False,regex_repair,True,hallucinated,False,0.7563025210084033,0.17534942820838628,True,False,Quantum supremacy using a programmable quantum computer,2019,"https://doi.org/10.1038/s41586-019-1666-6 ""claimed_doi"": ""https://doi.org/10.1038/s41586-019-1666, claimed_doi, claimed_arxiv_id, and claimed_content from the source record. { ""claimed_title"": ""Quantum supremacy using a programmable quantum computer"", ""claimed_year"": 2019 Source record: { ""claimed_doi"": ""https://doi.org/10.1038/s41586-019-1666 ""claimed_arxiv_id"": ""1411.4413v2 ""claimed_content"": ""A joint measurement is presented of the branching fractions $B^0_s\to\pi^+\pi","1411.4413v2 ""claimed_content"": ""A joint measurement is presented of the branching fractions $B^0_s\to\pi^+\pi",Quantum supremacy using a programmable superconducting processor,"How do precise measurements of rare B meson decays into muon pairs constrain or rule out different types of theories beyond the Standard Model, and which classes of models are most affected?"
78,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.20454545454545456,0.17534942820838628,False,False,Quantum supremacy using a programmable quantum computer,2019,"https://doi.org/10.1038/s41586-019-1666-6 ""claimed_doi"": ""https://doi.org/10.1038/s41586-019-1666, claimed_doi, claimed_arxiv_id, and claimed_content from the source record. { ""claimed_title"": ""Quantum supremacy using a programmable quantum computer"", ""claimed_year"": 2019 Source record: { ""claimed_doi"": ""https://doi.org/10.1038/s41586-019-1666 ""claimed_arxiv_id"": ""1411.4413v2 ""claimed_content"": ""A joint measurement is presented of the branching fractions $B^0_s\to\pi^+\pi","1411.4413v2 ""claimed_content"": ""A joint measurement is presented of the branching fractions $B^0_s\to\pi^+\pi",Correlating Access to Primary Medical Care and Veterinary Care Providers: A Novel Application of Spatial Gravity Modelling,Why are rare flavor-changing neutral-current decays of B mesons to muon pairs considered especially sensitive probes for physics beyond the Standard Model?
79,source_conditioned_supported,supported,False,unrepairable:no_json_object,False,hallucinated,False,0.0,0.0,False,False,,,,,Correlating Access to Primary Medical Care and Veterinary Care Providers: A Novel Application of Spatial Gravity Modelling,Why are rare flavor-changing neutral-current decays of B mesons to muon pairs considered especially sensitive probes for physics beyond the Standard Model?
79,shifted_source_negative,hallucinated,False,unrepairable:no_json_object,False,hallucinated,False,0.0,0.0,False,False,,,,,Universal Declaration of Human Rights,What are the main technical and social challenges in implementing standardized mechanisms that give individuals more control over their personal data and consent online?
80,source_conditioned_supported,supported,False,regex_repair,True,hallucinated,False,1.0,0.0,False,False,Universal Declaration of Human Rights,1948,https://doi.org/10.5194/2021,arXiv: 2209.97.,Universal Declaration of Human Rights,What are the main technical and social challenges in implementing standardized mechanisms that give individuals more control over their personal data and consent online?
80,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.2777777777777778,0.0,False,False,Universal Declaration of Human Rights,1948,https://doi.org/10.5194/2021,arXiv: 2209.97.,Reactive extrusion additive manufacturing of a short carbon fiber thermosetting composite via active mixing,"How do precise measurements of very rare B-meson decays to muon pairs constrain or rule out extensions of the Standard Model, and what types of new-physics scenarios are most affected?"
81,source_conditioned_supported,supported,False,unrepairable:no_json_object,False,hallucinated,False,0.0,0.0,False,False,,,,,Reactive extrusion additive manufacturing of a short carbon fiber thermosetting composite via active mixing,"How do precise measurements of very rare B-meson decays to muon pairs constrain or rule out extensions of the Standard Model, and what types of new-physics scenarios are most affected?"
81,shifted_source_negative,hallucinated,False,unrepairable:no_json_object,False,hallucinated,False,0.0,0.0,False,False,,,,,Text Summarization with Pretrained Encoders,What are effective strategies for improving abstractive text summarization performance in low-resource languages when only a small amount of labeled training data is available?
82,source_conditioned_supported,supported,False,regex_repair,True,hallucinated,False,1.0,0.21243523316062177,True,False,Text Summarization with Pretrained Encoders,2019,"https://doi.org/10.18653/v1/d19-1387 ""claimed_arxiv_id"": ""2303.14461v1 ""claimed_content"": ""The ILSUM shared task focuses on text summarization for two major Indian languages-Hindi and Gujarati, along with the English translation of the first sentence of the abstract. ""The paper presents a detailed analysis or any other text Record 1 Source author: Source author name: Source author name: Source doi: 10.18653/v1/d19-1387 Source arXiv ID: 2303.14461v1 Source content: ""The ILSUM shared task focuses on text summarization for two major Indian languages-Hindi and Gujarati","2303.14461v1 ""claimed_content"": ""The ILSUM shared task focuses on text summarization for two major Indian languages-Hindi and Gujarati, along with the English translation of the first sentence of the abstract. ""The paper presents a detailed analysis or any other text Record 1 Source author: Source author name: Source author name: Source doi: 10.18653/v1/d19-1387 Source arXiv ID: 2303.14461v1 Source content: ""The ILSUM shared task focuses on text summarization for two major Indian languages-Hindi and Gujarati",Text Summarization with Pretrained Encoders,What are effective strategies for improving abstractive text summarization performance in low-resource languages when only a small amount of labeled training data is available?
82,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.35398230088495575,0.009126466753585397,False,False,Text Summarization with Pretrained Encoders,2019,"https://doi.org/10.18653/v1/d19-1387 ""claimed_arxiv_id"": ""2303.14461v1 ""claimed_content"": ""The ILSUM shared task focuses on text summarization for two major Indian languages-Hindi and Gujarati, along with the English translation of the first sentence of the abstract. ""The paper presents a detailed analysis or any other text Record 1 Source author: Source author name: Source author name: Source doi: 10.18653/v1/d19-1387 Source arXiv ID: 2303.14461v1 Source content: ""The ILSUM shared task focuses on text summarization for two major Indian languages-Hindi and Gujarati","2303.14461v1 ""claimed_content"": ""The ILSUM shared task focuses on text summarization for two major Indian languages-Hindi and Gujarati, along with the English translation of the first sentence of the abstract. ""The paper presents a detailed analysis or any other text Record 1 Source author: Source author name: Source author name: Source doi: 10.18653/v1/d19-1387 Source arXiv ID: 2303.14461v1 Source content: ""The ILSUM shared task focuses on text summarization for two major Indian languages-Hindi and Gujarati",Effect of diluent N2 addition on NH3/H2/air combustion characteristics,"How do discrete kinetic (Boltzmann/lattice) models represent thermodynamic nonequilibrium effects in combustion, and what are their main advantages and limitations compared with conventional reactive Navier–Stokes approaches?"
