id,technique_id,expected_output,bucket,top_option,top_matches_expected,top_score,second_option,second_score,margin,options_ge_10,options_ge_4,relationship_evidence_count,primary_addressable,question
cti_mcq_140,T1102.001,A,AMBIGUOUS_MULTI_SOURCE,D,False,4.0,C,4.0,0.0,0,4,6,False,"Which threat group is known to use multiple tech community forums to frequently update dead drop resolvers for their KEYPLUG Windows-version backdoor, according to T1102.001?"
cti_mcq_141,T1102.001,B,AMBIGUOUS_MULTI_SOURCE,B,True,4.0,A,4.0,0.0,0,2,6,False,"In the context of technique T1102.001: Web Service: Dead Drop Resolver, which mitigation strategy involves using network signatures to identify and block adversary malware?"
cti_mcq_142,T1102.001,D,AMBIGUOUS_MULTI_SOURCE,D,True,4.0,A,4.0,0.0,0,2,6,False,"Given the detection strategy for T1102.001: Web Service: Dead Drop Resolver, which data source focuses on detecting network traffic that does not follow expected protocol standards and traffic flows?"
cti_mcq_143,T1102.001,A,AMBIGUOUS_MULTI_SOURCE,D,False,4.0,C,4.0,0.0,0,4,6,False,Which malware is known to use Microsoft's TechNet Web portal for obtaining dead drop resolvers according to T1102.001?
cti_mcq_144,T1102.002,B,DECISIVE,B,True,14.0,D,0.0,14.0,1,1,6,True,Which MITRE ATT&CK tactic does Technique ID T1102.002 belong to?
cti_mcq_145,T1102.002,C,UNSUPPORTED,D,False,0.75,A,0.6667,0.08330000000000004,0,0,6,False,What is a common method used by adversaries for outbound traffic in Technique ID T1102.002?
cti_mcq_146,T1102.002,B,CONFLICTING_HIGH_SUPPORT,D,False,14.0,C,14.0,0.0,4,4,6,False,"In the provided examples, which adversary group uses Google Drive for command and control according to Technique ID T1102.002?"
cti_mcq_147,T1102.002,C,UNSUPPORTED,C,True,0.75,B,0.4,0.35,0,0,6,False,Which of the following mitigations would be most effective against Technique ID T1102.002?
cti_mcq_148,T1102.002,C,CONFLICTING_HIGH_SUPPORT,D,False,14.0,C,14.0,0.0,4,4,6,False,Which adversary uses RSS feeds among their C2 communication channels as per the examples listed in Technique ID T1102.002?
cti_mcq_149,T1102.002,C,DECISIVE,C,True,14.0,A,0.3333,13.6667,1,1,6,True,"In the context of detection for Technique ID T1102.002, what should be monitored to detect anomalous communications?"
cti_mcq_150,T1102.003,B,UNSUPPORTED,B,True,0.7143,D,0.25,0.46430000000000005,0,0,6,False,Adversaries using the MITRE ATT&CK technique T1102.003 may utilize which of the following methods for C2 communication?
cti_mcq_151,T1047,B,WEAK_SINGLE_SOURCE,B,True,4.0,C,0.3333,3.6667,0,1,6,False,"In the MITRE ATT&CK framework, which technique (ID: T1047) is used by adversaries to abuse Windows Management Instrumentation for command execution?"
cti_mcq_152,T1047,C,WEAK_SINGLE_SOURCE,B,False,4.0,C,0.5,3.5,0,1,6,False,"During the 2016 Ukraine Electric Power Attack, how did adversaries employ WMI (ID: T1047)?"
cti_mcq_153,T1047,B,UNSUPPORTED,D,False,0.0,C,0.0,0.0,0,0,6,False,Which of the following ports does WMI use for Remote WMI over WinRM operations?
cti_mcq_154,T1047,C,DECISIVE,A,False,14.0,C,4.0,10.0,1,2,6,True,"Which tool, deprecated as of January 2024, can be used to abuse WMI for deleting shadow copies using the command wmic.exe Shadowcopy Delete?"
cti_mcq_155,T1047,B,AMBIGUOUS_MULTI_SOURCE,D,False,4.0,C,4.0,0.0,0,4,6,False,What mitigation strategy involves using Windows Defender Application Control (WDAC) policy rules to block the execution of wmic.exe on Windows 10 and Windows Server 2016?
cti_mcq_156,T1047,B,WEAK_SINGLE_SOURCE,B,True,4.0,D,0.0,4.0,0,1,6,False,Which threat group (ID: G0016) used WMI to steal credentials and execute backdoors at a future time?
cti_mcq_157,T1080,B,CONFLICTING_HIGH_SUPPORT,D,False,14.0,C,14.0,0.0,3,3,6,False,"In the LATACH G framework, which group has been attributed to the use of ransomware from a batch file in a network share?"
cti_mcq_158,T1080,A,CONFLICTING_HIGH_SUPPORT,D,False,14.0,C,14.0,0.0,4,4,6,False,Which group used a virus that propagates by infecting executables stored on shared drives according to the provided document?
cti_mcq_159,T1080,D,CONFLICTING_HIGH_SUPPORT,B,False,14.0,A,14.0,0.0,2,2,6,False,What is the main focus of the mitigation ID M1022 in the provided text?
cti_mcq_160,T1080,C,UNSUPPORTED,C,True,0.6667,B,0.5,0.16669999999999996,0,0,6,False,"What data source ID should be monitored for unexpected and abnormal accesses to network shares, according to the provided document?"
cti_mcq_161,T1124,B,DECISIVE,B,True,14.0,D,0.5,13.5,1,1,6,True,Which of the following Linux commands can be used by adversaries to gather the current time on a Linux device?
cti_mcq_162,T1124,C,CONFLICTING_HIGH_SUPPORT,C,True,14.0,B,14.0,0.0,2,2,6,False,Which of the following tactics does MITRE ATT&CK technique T1124 align with?
cti_mcq_163,T1124,D,DECISIVE,B,False,14.0,D,0.0,14.0,1,1,6,True,Which of the following procedures can specifically determine the System UPTIME?
cti_mcq_164,T1124,C,DECISIVE,C,True,14.0,A,0.6667,13.3333,1,1,6,True,Which data source can help detect an adversary performing System Time Discovery on a Windows platform?
cti_mcq_165,T1124,B,DECISIVE,A,False,14.0,D,0.0,14.0,1,1,6,True,"For the technique T1124, which command can adversaries use on a macOS system to gather the current time zone information?"
cti_mcq_166,T1529,B,CONFLICTING_HIGH_SUPPORT,D,False,14.0,C,14.0,0.0,4,4,6,False,"In the context of MITRE ATT&CK for Enterprise, which of the following adversarial groups has used a custom MBR wiper named BOOTWRECK to initiate a system reboot?"
cti_mcq_167,T1529,C,CONFLICTING_HIGH_SUPPORT,D,False,14.0,C,14.0,0.0,3,3,6,False,Which MITRE ATT&CK T1529 adversary behavior example involves a delay before rebooting the system?
cti_mcq_168,T1529,C,UNSUPPORTED,A,False,0.4286,D,0.3333,0.0953,0,0,6,False,For which platform does the MITRE ATT&CK technique T1529 apply and why is it challenging to mitigate with preventive controls?
cti_mcq_169,T1087,C,CONFLICTING_HIGH_SUPPORT,C,True,14.0,B,14.0,0.0,2,2,6,False,Which technique is identified as T1087 in the MITRE ATT&CK framework?
cti_mcq_170,T1087,A,DECISIVE,A,True,14.0,B,0.5,13.5,1,1,6,True,Which of the following mitigation strategies helps prevent enumerating administrator accounts through UAC elevation?
cti_mcq_171,T1087,D,UNSUPPORTED,D,True,0.5714,C,0.5,0.07140000000000002,0,0,6,False,"During the SolarWinds Compromise, which tool did APT29 use to get a list of users and their roles from an Exchange server?"
cti_mcq_172,T1087,B,UNSUPPORTED,C,False,0.6667,B,0.6667,0.0,0,0,6,False,Which data source and component should be combined to detect file access operations related to user account listings?
cti_mcq_173,T1569,C,CONFLICTING_HIGH_SUPPORT,D,False,14.0,C,14.0,0.0,2,4,6,False,"Under the MITRE ATT&CK framework for Enterprise, which mitigation can help prevent adversaries from creating or interacting with system services using a lower permission level?"
cti_mcq_174,T1569,B,UNSUPPORTED,D,False,0.8,C,0.6667,0.13330000000000009,0,0,6,False,"Regarding MITRE ATT&CK Technique T1569 (System Services), which detection method involves observing for command line invocations of tools capable of modifying services?"
cti_mcq_175,T1569,C,DECISIVE,C,True,14.0,D,0.0,14.0,1,1,6,True,"According to MITRE ATT&CK, which adversary group has been known to create system services to execute cryptocurrency mining software?"
cti_mcq_176,T1007,B,WEAK_SINGLE_SOURCE,B,True,4.0,D,0.5,3.5,0,1,6,False,"In the context of MITRE ATT&CK for Enterprise, which command can be used to discover Windows services?"
cti_mcq_177,T1007,B,DECISIVE,A,False,14.0,B,4.0,10.0,1,2,6,True,"Which threat actor is known for using the command net start to discover system services, according to the MITRE ATT&CK pattern for System Service Discovery (T1007)?"
cti_mcq_178,T1007,B,WEAK_SINGLE_SOURCE,B,True,4.0,D,0.0,4.0,0,1,6,False,"During detection, which of the following API calls should be monitored for System Service Discovery (T1007)?"
cti_mcq_179,T1007,C,WEAK_SINGLE_SOURCE,C,True,4.0,D,0.0,4.0,0,1,6,False,Which data source should be monitored to detect the execution of commands that gather system service information for System Service Discovery (T1007)?
cti_mcq_180,T1007,C,AMBIGUOUS_MULTI_SOURCE,C,True,4.0,B,4.0,0.0,0,2,6,False,Which threat actor has specifically attempted to discover services for third-party EDR products according to the MITRE ATT&CK technique T1007?
cti_mcq_181,T1007,B,UNSUPPORTED,D,False,0.2,C,0.0,0.2,0,0,6,False,"According to MITRE ATT&CK, what might adversaries use System Service Discovery information for in post-exploitation activities (T1007)?"
cti_mcq_182,T1216,C,WEAK_SINGLE_SOURCE,C,True,4.0,D,0.0,4.0,0,1,6,False,"Which of the following mitigations aligns with MITRE ATT&CK ID T1216, System Script Proxy Execution, and involves blocking specific signed scripts that are deemed unnecessary in an environment?"
cti_mcq_183,T1033,B,DECISIVE,A,False,14.0,D,0.0,14.0,1,1,6,True,Which command is used on macOS to enumerate user accounts excluding system accounts?
cti_mcq_184,T1033,A,CONFLICTING_HIGH_SUPPORT,D,False,14.0,A,10.0,4.0,2,2,6,False,Which utility is commonly used on Linux to identify currently logged in users?
cti_mcq_185,T1033,C,DECISIVE,C,True,14.0,D,4.0,10.0,1,4,6,True,Which technique does the ID T1033 pertain to in the MITRE ATT&CK framework?
cti_mcq_186,T1033,C,CONFLICTING_HIGH_SUPPORT,C,True,14.0,A,14.0,0.0,2,2,6,False,"In the context of T1033 on an Enterprise platform, which command can be executed to determine the identity of the current user on a Windows system?"
cti_mcq_187,T1033,B,CONFLICTING_HIGH_SUPPORT,B,True,14.0,A,14.0,0.0,2,2,6,False,Adversaries can use which environment variable to access the username on a Unix-like system?
cti_mcq_188,T1033,B,CONFLICTING_HIGH_SUPPORT,D,False,14.0,C,14.0,0.0,4,4,6,False,Which adversary group used the whoami command and WMIEXEC utility to identify usernames on remote machines according to T1033?
cti_mcq_189,T1216.001,B,UNSUPPORTED,B,True,0.9,A,0.8333,0.06669999999999998,0,0,6,False,Which of the following mitigations is associated with Behavior Prevention on Endpoint in relation to MITRE ATT&CK technique T1216.001 – System Script Proxy Execution: PubPrn?
cti_mcq_190,T1216.001,B,UNSUPPORTED,C,False,0.75,A,0.25,0.5,0,0,6,False,What is the primary purpose of the PubPrn.vbs script as per MITRE ATT&CK technique T1216.001 – System Script Proxy Execution: PubPrn?
cti_mcq_191,T1216.001,C,WEAK_SINGLE_SOURCE,C,True,4.0,B,0.4,3.6,0,1,6,False,Which data sources are recommended for monitoring the use of PubPrn.vbs according to MITRE ATT&CK technique T1216.001 – System Script Proxy Execution: PubPrn?
cti_mcq_192,T1216.002,C,UNSUPPORTED,D,False,0.0,C,0.0,0.0,0,0,0,False,Which MITRE ATT&CK tactic does the technique T1216.002: System Script Proxy Execution: SyncAppvPublishingServer primarily fall under?
cti_mcq_193,T1216.002,D,UNSUPPORTED,D,True,0.0,C,0.0,0.0,0,0,0,False,"Which command-line tool is typically associated with the execution of SyncAppvPublishingServer.vbs, as per the MITRE ATT&CK technique T1216.002?"
cti_mcq_194,T1216.002,B,UNSUPPORTED,D,False,0.0,C,0.0,0.0,0,0,0,False,What is the primary purpose of adversaries using SyncAppvPublishingServer.vbs in the context of MITRE ATT&CK technique T1216.002?
cti_mcq_195,T1049,B,CONFLICTING_HIGH_SUPPORT,D,False,14.0,C,14.0,0.0,4,4,6,False,"In the context of MITRE ATT&CK, which procedure example involved using the command ""net use"" as part of network connections discovery?"
cti_mcq_196,T1049,B,CONFLICTING_HIGH_SUPPORT,D,False,14.0,C,14.0,0.0,4,4,6,False,Which cyber threat actor used the MAPMAKER tool to print active TCP connections on a local system according to T1049?
cti_mcq_197,T1049,C,CONFLICTING_HIGH_SUPPORT,D,False,14.0,C,14.0,0.0,3,3,6,False,"Under MITRE ATT&CK T1049, which group employed a PowerShell script called RDPConnectionParser for network information from RDP connections?"
cti_mcq_198,T1049,C,DECISIVE,C,True,14.0,B,0.75,13.25,1,1,6,True,"What technique ID and name does MITRE ATT&CK assign to ""System Network Connections Discovery""?"
cti_mcq_199,T1049,B,CONFLICTING_HIGH_SUPPORT,D,False,14.0,C,14.0,0.0,4,4,6,False,"Which group used both the ""netstat -ano"" command and the HIGHNOON malware variant for enumerating active RDP sessions?"
cti_mcq_200,T1049,D,CONFLICTING_HIGH_SUPPORT,C,False,14.0,A,14.0,0.0,3,3,6,False,"In the detection process for T1049, which data source is NOT specified for monitoring executed commands and arguments?"
cti_mcq_201,T1016.002,D,UNSUPPORTED,D,True,0.0,C,0.0,0.0,0,0,0,False,Which command can be used on a Windows system to enumerate Wi-Fi network names through the command line?
cti_mcq_202,T1016.002,C,UNSUPPORTED,D,False,0.0,C,0.0,0.0,0,0,0,False,"On macOS, which command requires an admin username/password to retrieve the password of a known Wi-Fi network?"
cti_mcq_203,T1016.002,B,UNSUPPORTED,D,False,0.0,C,0.0,0.0,0,0,0,False,What is a common behavior of the Emotet malware related to Wi-Fi networks?
cti_mcq_204,T1087.001,C,CONFLICTING_HIGH_SUPPORT,D,False,14.0,B,14.0,0.0,3,3,6,False,Which command would an adversary use on macOS to list local user accounts?
cti_mcq_205,T1087.001,A,WEAK_SINGLE_SOURCE,A,True,4.0,C,0.4,3.6,0,1,6,False,Which technique was used by Threat Group-3390 to conduct internal discovery of systems?
cti_mcq_206,T1087.001,D,DECISIVE,D,True,14.0,C,0.0,14.0,1,1,6,True,"Which of the following groups used the command ""net localgroup administrators"" to enumerate administrative users?"
cti_mcq_207,T1087.001,C,DECISIVE,C,True,14.0,B,0.5,13.5,1,1,6,True,What type of monitoring would detect the command “net user” being executed in a sequence on a Windows environment?
cti_mcq_208,T1087.001,C,DECISIVE,C,True,14.0,D,0.3333,13.6667,1,1,6,True,What mitigation can be used to prevent the enumeration of administrator accounts during UAC elevation?
cti_mcq_209,T1087.001,B,DECISIVE,B,True,14.0,C,0.5,13.5,1,1,6,True,Which detection mechanism would be appropriate for finding unauthorized access to the /etc/passwd file in a Linux environment?
cti_mcq_210,T1614.001,C,CONFLICTING_HIGH_SUPPORT,D,False,14.0,C,14.0,0.0,3,3,6,False,Which malware uses GetUserDefaultUILanguage to identify and terminate executions based on system language?
cti_mcq_211,T1614.001,A,DECISIVE,A,True,14.0,D,0.625,13.375,1,1,6,True,What registry key does Ryuk query to detect system language?
cti_mcq_212,T1614.001,D,CONFLICTING_HIGH_SUPPORT,D,True,14.0,C,14.0,0.0,4,4,6,False,Which malware attempts to identify Japanese keyboards via the Windows API call GetKeyboardType?
cti_mcq_213,T1614.001,D,UNSUPPORTED,A,False,0.6667,D,0.0,0.6667,0,0,6,False,How does SynAck handle the situation when a language match is found during its checks?
cti_mcq_214,T1614.001,D,CONFLICTING_HIGH_SUPPORT,D,True,14.0,B,14.0,0.0,3,3,6,False,Which MITRE ATT&CK Data Source should be monitored to detect system language discovery through API calls?
cti_mcq_215,T1614.001,D,UNSUPPORTED,D,True,0.0,C,0.0,0.0,0,0,6,False,"During ""Operation Dream Job,"" which region's languages were excluded by malware?"
cti_mcq_216,T1082,C,UNSUPPORTED,D,False,0.0,C,0.0,0.0,0,0,6,False,Which specific API call can be utilized by adversaries to collect the number of processors on a Windows machine (MITRE ATT&CK T1082)?
cti_mcq_217,T1082,C,UNSUPPORTED,C,True,0.6667,A,0.3333,0.3334,0,0,6,False,"What kind of data would adversaries likely gather via authenticated API calls in AWS, GCP, and Azure within an IaaS environment (MITRE ATT&CK T1082)?"
cti_mcq_218,T1082,C,UNSUPPORTED,D,False,0.5,C,0.5,0.0,0,0,6,False,"Which network device command might adversaries use to obtain system information, particularly version details (MITRE ATT&CK T1082)?"
cti_mcq_219,T1082,C,UNSUPPORTED,D,False,0.0,C,0.0,0.0,0,0,6,False,Which detection method could be employed to effectively identify attempts to gather system information via command executions on network devices (MITRE ATT&CK T1082)?
cti_mcq_220,T1082,B,UNSUPPORTED,D,False,0.6667,C,0.5,0.16669999999999996,0,0,6,False,Which tool mentioned in the document can gather detailed system information specifically on Windows systems including OS version and patches (MITRE ATT&CK T1082)?
cti_mcq_221,T1552,B,DECISIVE,B,True,14.0,A,0.3333,13.6667,1,1,6,True,Which MITRE ATT&CK technique T1552 involves adversaries finding and obtaining insecurely stored credentials?
cti_mcq_222,T1552,A,WEAK_SINGLE_SOURCE,A,True,4.0,D,0.0,4.0,0,1,3,False,"In the examples provided, which malware uses NetPass to recover passwords?"
cti_mcq_223,T1552,B,AMBIGUOUS_MULTI_SOURCE,D,False,4.0,C,4.0,0.0,0,4,6,False,Which mitigation involves actively searching for files containing passwords or credentials to reduce exposure risk?
cti_mcq_224,T1552,B,CONFLICTING_HIGH_SUPPORT,D,False,14.0,C,14.0,0.0,3,3,6,False,Which data component specifically involves monitoring command execution to detect potential adversary activity related to finding passwords?
cti_mcq_225,T1552,C,UNSUPPORTED,C,True,0.5,A,0.5,0.0,0,0,6,False,What programming method does DarkGate employ to execute NirSoft tools for credential theft?
cti_mcq_226,T1552,C,AMBIGUOUS_MULTI_SOURCE,D,False,4.0,C,4.0,0.0,0,4,6,False,Which mitigation strategy is suggested to store keys on separate cryptographic hardware rather than the local system?
cti_mcq_227,T1199,C,WEAK_SINGLE_SOURCE,C,True,4.0,B,0.3333,3.6667,0,1,6,False,Which MITRE ATT&CK technique involves using trusted third-party relationships to gain initial access to a victim's network?
cti_mcq_228,T1199,A,AMBIGUOUS_MULTI_SOURCE,D,False,4.0,C,4.0,0.0,0,4,6,False,"Which group, as per the procedure examples, has breached managed service providers to deliver malware to their customers?"
cti_mcq_229,T1199,C,AMBIGUOUS_MULTI_SOURCE,D,False,4.0,C,4.0,0.0,0,3,6,False,What mitigation technique recommends requiring Multi-factor Authentication (MFA) for delegated administrator accounts to prevent abuse in trusted relationships?
cti_mcq_230,T1199,B,DECISIVE,C,False,14.0,A,0.75,13.25,1,1,6,True,"To detect adversarial activities involving trusted relationships, what should be monitored in application logs based on MITRE's detection guidance?"
cti_mcq_231,T1199,B,DECISIVE,B,True,14.0,A,0.6667,13.3333,1,1,6,True,"What data source can help detect unauthorized network traffic patterns from a trusted entity, as per the MITRE ATT&CK detection guidance?"
cti_mcq_232,T1537,A,CONFLICTING_HIGH_SUPPORT,D,False,14.0,B,14.0,0.0,2,2,6,False,"When considering the MITRE ATT&CK technique T1537: Transfer Data to Cloud Account, which mitigation strategy involves preventing and blocking sensitive data from being shared with external entities?"
cti_mcq_233,T1537,B,UNSUPPORTED,C,False,0.6667,B,0.6667,0.0,0,0,6,False,"For monitoring anomalous file transfer activity between accounts within the same cloud provider, which data source is most relevant according to the MITRE ATT&CK technique T1537: Transfer Data to Cloud Account?"
cti_mcq_234,T1537,C,CONFLICTING_HIGH_SUPPORT,D,False,14.0,B,14.0,0.0,2,2,6,False,The technique T1537: Transfer Data to Cloud Account can be mitigated by configuring appropriate data sharing restrictions. Which of the following mitigation ID and name pairs corresponds to this strategy?
cti_mcq_235,T1537,A,UNSUPPORTED,D,False,0.0,C,0.0,0.0,0,0,6,False,"According to the MITRE ATT&CK technique T1537: Transfer Data to Cloud Account, what application log event name might you monitor for in Microsoft 365 to detect inappropriate data sharing?"
cti_mcq_236,T1127,B,UNSUPPORTED,B,True,0.875,A,0.2857,0.5892999999999999,0,0,6,False,"In the context of MITRE ATT&CK for Enterprise, what is the primary purpose of utilizing 'Trusted Developer Utilities Proxy Execution' (T1127)?"
cti_mcq_237,T1127,C,UNSUPPORTED,C,True,0.6667,D,0.0,0.6667,0,0,6,False,Which data source is recommended for detecting abnormal uses of developer utilities under MITRE ATT&CK's detection strategy for T1127 on an enterprise platform?
cti_mcq_238,T1127,D,CONFLICTING_HIGH_SUPPORT,B,False,14.0,A,14.0,0.0,2,2,6,False,"Under the mitigation tactics for MITRE ATT&CK's T1127 technique, which method is not suggested as a proactive countermeasure?"
cti_mcq_239,T1205,B,UNSUPPORTED,B,True,0.5,D,0.4,0.09999999999999998,0,0,6,False,"Given the technique T1205 - Traffic Signaling, in which scenario might an adversary use this technique?"
cti_mcq_240,T1205,D,CONFLICTING_HIGH_SUPPORT,D,True,14.0,C,14.0,0.0,3,3,6,False,Which of the following malware examples triggers on a magic packet in TCP or UDP packets?
cti_mcq_241,T1205,B,UNSUPPORTED,D,False,0.0,C,0.0,0.0,0,0,6,False,"For the Traffic Signaling technique (T1205), which library can be used to sniff signal packets?"
cti_mcq_242,T1205,C,UNSUPPORTED,B,False,0.5,C,0.3333,0.16670000000000001,0,0,6,False,"When adversaries use Traffic Signaling on embedded devices, which prerequisite condition must be met?"
cti_mcq_243,T1205,B,UNSUPPORTED,B,True,0.7143,D,0.0,0.7143,0,0,6,False,What method does the malware Chaos use when implementing Traffic Signaling?
cti_mcq_244,T1205,B,UNSUPPORTED,B,True,0.75,A,0.25,0.5,0,0,6,False,Which detection method can help identify hidden command and control traffic following Traffic Signaling (T1205)?
cti_mcq_245,T1218.015,B,UNSUPPORTED,D,False,0.0,C,0.0,0.0,0,0,0,False,"Based on the MITRE ATT&CK technique T1218.015 for Enterprise, which of the following practices is a recommended mitigation to prevent the abuse of Electron applications?"
cti_mcq_246,T1218.015,C,UNSUPPORTED,D,False,0.0,C,0.0,0.0,0,0,0,False,"MITRE ATT&CK's technique T1218.015 for Electron applications uses which of the following components to display the web content and execute back-end code, respectively?"
cti_mcq_247,T1218.014,D,WEAK_SINGLE_SOURCE,D,True,4.0,C,0.75,3.25,0,1,6,False,Adversaries leveraging mmc.exe to execute malicious .msc files most closely pertains to which MITRE ATT&CK technique and tactic?
cti_mcq_248,T1218.014,C,WEAK_SINGLE_SOURCE,C,True,4.0,D,0.6667,3.3333,0,1,6,False,Which of the following mitigations is recommended to prevent the misuse of MMC within an environment?
cti_mcq_249,T1218.014,D,AMBIGUOUS_MULTI_SOURCE,D,True,4.0,C,4.0,0.0,0,3,6,False,What data source(s) should be monitored to detect the malicious use of MMC according to MITRE ATT&CK?
cti_mcq_250,T1218.013,B,UNSUPPORTED,B,True,0.8571,A,0.4,0.45709999999999995,0,0,6,False,Which of the following describes a potential mitigation for T1218.013 (System Binary Proxy Execution: Mavinject) on an Enterprise platform?
cti_mcq_251,T1218.013,C,UNSUPPORTED,B,False,0.3333,A,0.25,0.08329999999999999,0,0,6,False,How can mavinject.exe be used for defense evasion according to T1218.013?
cti_mcq_252,T1218.013,D,WEAK_SINGLE_SOURCE,D,True,4.0,A,0.6667,3.3333,0,1,6,False,Which data source and component can be used to detect malicious usage of mavinject.exe related to T1218.013 on an Enterprise platform?
cti_mcq_253,T1087.002,A,CONFLICTING_HIGH_SUPPORT,B,False,14.0,A,14.0,0.0,2,2,6,False,What primary MITRE ATT&CK tactic corresponds to the ID T1087.002?
cti_mcq_254,T1087.002,D,DECISIVE,C,False,14.0,D,0.5,13.5,1,1,6,True,Which PowerShell cmdlet mentioned in T1087.002 can be used to enumerate members of Active Directory groups?
cti_mcq_255,T1087.002,D,CONFLICTING_HIGH_SUPPORT,D,True,14.0,A,14.0,0.0,2,2,6,False,What command on MacOS can be used for domain account discovery according to T1087.002?
cti_mcq_256,T1087.002,B,CONFLICTING_HIGH_SUPPORT,D,False,14.0,C,14.0,0.0,3,3,6,False,Which adversary group used built-in net commands to enumerate domain administrator users as per the examples provided?
cti_mcq_257,T1087.002,C,CONFLICTING_HIGH_SUPPORT,D,False,14.0,C,14.0,0.0,4,4,6,False,"Which tool listed in the document can be used to collect information about domain users, including identification of domain admin accounts?"
cti_mcq_258,T1087.002,A,DECISIVE,A,True,14.0,D,0.0,14.0,1,1,6,True,"In the document, what mitigation ID involves preventing administrator accounts from being enumerated during elevation?"
cti_mcq_259,T1218.012,A,UNSUPPORTED,B,False,0.6667,A,0.375,0.29169999999999996,0,0,6,False,What is the primary purpose of verclsid.exe according to MITRE ATT&CK Technique T1218.012?
cti_mcq_260,T1218.012,B,UNSUPPORTED,B,True,0.8571,D,0.0,0.8571,0,0,6,False,Which of the following mitigations is recommended by MITRE ATT&CK for preventing the misuse of verclsid.exe (T1218.012)?
cti_mcq_261,T1218.012,A,UNSUPPORTED,A,True,0.8,C,0.3333,0.46670000000000006,0,0,6,False,Which data sources should be monitored to detect the misuse of verclsid.exe as per the MITRE ATT&CK technique T1218.012?
cti_mcq_262,T1218.011,A,CONFLICTING_HIGH_SUPPORT,C,False,14.0,B,14.0,0.0,3,3,6,False,What adversarial technique involves abusing rundll32.exe to proxy execution of malicious code as specified by MITRE ATT&CK Technique ID T1218.011?
cti_mcq_263,T1218.011,A,UNSUPPORTED,D,False,0.5,C,0.5,0.0,0,0,6,False,"Which function can rundll32.exe use to execute Control Panel Item files through an undocumented shell32.dll function? (T1218.011, Enterprise)"
cti_mcq_264,T1218.011,B,DECISIVE,A,False,14.0,D,0.3333,13.6667,1,1,6,True,During which notable cyberattack was rundll32.exe used to execute a supplied DLL as described in MITRE ATT&CK T1218.011?
cti_mcq_265,T1218.011,A,CONFLICTING_HIGH_SUPPORT,D,False,14.0,C,14.0,0.0,4,4,6,False,"Which malware has used rundll32.exe for persistence by modifying a Registry value? (T1218.011, Enterprise)"
cti_mcq_266,T1218.011,B,UNSUPPORTED,C,False,0.75,B,0.25,0.5,0,0,6,False,"According to MITRE ATT&CK T1218.011, what is a common tactic used by adversaries to obscure malicious code when using rundll32.exe?"
cti_mcq_267,T1218.011,D,CONFLICTING_HIGH_SUPPORT,D,True,14.0,C,14.0,0.0,4,4,6,False,"Which data source and data component are most relevant for detecting rundll32.exe abuses, as mentioned in the detection section of MITRE ATT&CK T1218.011?"
cti_mcq_268,T1218.010,D,DECISIVE,D,True,14.0,C,0.5,13.5,1,1,6,True,What is the technique ID associated with “System Binary Proxy Execution: Regsvr32”?
cti_mcq_269,T1218.010,A,CONFLICTING_HIGH_SUPPORT,D,False,14.0,C,14.0,0.0,4,4,6,False,Which group has used Regsvr32.exe to execute a scheduled task that downloaded and injected a backdoor?
cti_mcq_270,T1218.010,B,UNSUPPORTED,B,True,0.3333,D,0.0,0.3333,0,0,6,False,During which campaign did Lazarus Group use regsvr32 to execute malware?
cti_mcq_271,T1218.010,C,CONFLICTING_HIGH_SUPPORT,D,False,14.0,C,14.0,0.0,4,4,6,False,Which detection method can identify the origin and purpose of the DLL being loaded by regsvr32.exe?
cti_mcq_272,T1218.010,B,DECISIVE,B,True,14.0,A,0.3333,13.6667,1,1,6,True,Which mitigation technique involves using Microsoft’s EMET (Exploit Protection)?
cti_mcq_273,T1218.010,C,UNSUPPORTED,D,False,0.5,C,0.5,0.0,0,0,6,False,What command-line argument does the Analytic 2 detection method look for in regsvr32.exe process creation events?
cti_mcq_274,T1218.009,A,DECISIVE,A,True,14.0,D,0.25,13.75,1,1,6,True,Which mitigation strategy mentioned is most specific to preventing misuse of Regsvcs.exe and Regasm.exe in T1218.009 for Defense Evasion?
cti_mcq_275,T1218.008,D,DECISIVE,D,True,14.0,C,0.0,14.0,1,1,6,True,"Adversaries can potentially abuse which system binary for executing malicious payloads, as mentioned in MITRE ATT&CK's T1218.008?"
cti_mcq_276,T1218.008,A,CONFLICTING_HIGH_SUPPORT,B,False,14.0,A,14.0,0.0,2,2,6,False,Which cyber threat group has been documented using odbcconf.exe for executing malicious DLL files? (T1218.008)
cti_mcq_277,T1218.008,C,WEAK_SINGLE_SOURCE,C,True,4.0,A,0.6667,3.3333,0,1,6,False,What is one mitigation strategy recommended for countering the threat posed by the misuse of odbcconf.exe? (T1218.008)
cti_mcq_278,T1218.007,C,CONFLICTING_HIGH_SUPPORT,C,True,14.0,B,14.0,0.0,3,3,6,False,Which procedure uses msiexec.exe to disable security tools on the system? (MITRE ATT&CK: System Binary Proxy Execution: Msiexec - T1218.007)
cti_mcq_279,T1218.007,C,CONFLICTING_HIGH_SUPPORT,C,True,14.0,A,14.0,0.0,2,2,6,False,Which mitigation strategy aims to prevent elevated execution of Windows Installer packages by disabling the AlwaysInstallElevated policy? (MITRE ATT&CK: System Binary Proxy Execution: Msiexec - T1218.007)
