model,instance_id,repo,gold_patch_files,pred_patch_files,file_overlap,file_precision,file_recall,file_f1,exact_file_set,zero_file_overlap,added_line_jaccard,deleted_line_jaccard,gold_fail_to_pass,gold_pass_to_pass,problem_chars
gpt-4o-2024-11-20,iterative__dvc_1.0.0a1_1.0.0a2,iterative/dvc,107,1,0,0.0,0.0,0.0,False,True,0.0,0.0,68,242,2075
gpt-4o-2024-11-20,iterative__dvc_1.0.0b6_1.0.0,iterative/dvc,22,6,3,0.5,0.13636363636363635,0.21428571428571427,False,False,0.09090909090909091,0.5714285714285714,2,2,99
gpt-4o-2024-11-20,iterative__dvc_1.0.1_1.0.2,iterative/dvc,24,5,4,0.8,0.16666666666666666,0.27586206896551724,False,False,0.0,0.05454545454545454,2,19,380
gpt-4o-2024-11-20,iterative__dvc_1.1.0_1.1.1,iterative/dvc,3,2,0,0.0,0.0,0.0,False,True,0.0,0.0,6,28,55
gpt-4o-2024-11-20,iterative__dvc_1.1.7_1.1.8,iterative/dvc,9,1,1,1.0,0.1111111111111111,0.19999999999999998,False,False,0.0,0.03636363636363636,8,82,262
gpt-4o-2024-11-20,iterative__dvc_1.10.2_1.11.0,iterative/dvc,53,0,0,0.0,0.0,0.0,False,True,0.0,0.0,6,150,1009
gpt-4o-2024-11-20,iterative__dvc_1.11.12_1.11.13,iterative/dvc,2,0,0,0.0,0.0,0.0,False,True,0.0,0.0,2,4,55
gpt-4o-2024-11-20,iterative__dvc_1.6.3_1.6.4,iterative/dvc,10,0,0,0.0,0.0,0.0,False,True,0.0,0.0,9,2,330
gpt-4o-2024-11-20,iterative__dvc_2.19.0_2.20.0,iterative/dvc,16,8,2,0.25,0.125,0.16666666666666666,False,False,0.004,0.045454545454545456,14,66,501
gpt-4o-2024-11-20,iterative__dvc_2.21.1_2.21.2,iterative/dvc,1,1,0,0.0,0.0,0.0,False,True,0.0,1.0,1,8,213
gpt-4o-2024-11-20,iterative__dvc_2.5.0_2.5.1,iterative/dvc,27,2,2,1.0,0.07407407407407407,0.13793103448275862,False,False,0.003861003861003861,0.013574660633484163,5,24,990
gpt-4o-2024-11-20,iterative__dvc_2.58.1_2.58.2,iterative/dvc,2,3,1,0.3333333333333333,0.5,0.4,False,False,0.0,0.0,2,20,400
gpt-4o-2024-11-20,iterative__dvc_2.7.2_2.7.3,iterative/dvc,33,1,0,0.0,0.0,0.0,False,True,0.0,0.0,4,34,1041
gpt-4o-2024-11-20,iterative__dvc_2.8.1_2.8.2,iterative/dvc,79,4,2,0.5,0.02531645569620253,0.048192771084337345,False,False,0.0018034265103697023,0.0,133,662,2343
gpt-4o-2024-11-20,iterative__dvc_3.12.0_3.13.0,iterative/dvc,6,1,1,1.0,0.16666666666666666,0.2857142857142857,False,False,0.0,0.0625,33,44,709
gpt-4o-2024-11-20,iterative__dvc_3.13.3_3.14.0,iterative/dvc,4,1,1,1.0,0.25,0.4,False,False,0.0,0.0,13,36,490
gpt-4o-2024-11-20,iterative__dvc_3.15.0_3.15.1,iterative/dvc,1,9,1,0.1111111111111111,1.0,0.19999999999999998,False,False,0.0,0.0,1,66,297
gpt-4o-2024-11-20,iterative__dvc_3.4.0_3.5.0,iterative/dvc,13,1,1,1.0,0.07692307692307693,0.14285714285714288,False,False,0.0,0.022727272727272728,2,26,1259
gpt-4o-2024-11-20,iterative__dvc_3.43.1_3.44.0,iterative/dvc,23,0,0,0.0,0.0,0.0,False,True,0.0,0.0,22,104,585
gpt-4o-2024-11-20,modin-project__modin_0.24.0_0.24.1,modin-project/modin,3,2,1,0.5,0.3333333333333333,0.4,False,False,0.05714285714285714,0.46153846153846156,1,171,319
gpt-4o-2024-11-20,modin-project__modin_0.25.0_0.25.1,modin-project/modin,6,1,1,1.0,0.16666666666666666,0.2857142857142857,False,False,0.0,0.058823529411764705,68,447,250
gpt-4o-2024-11-20,modin-project__modin_0.27.0_0.27.1,modin-project/modin,11,1,1,1.0,0.09090909090909091,0.16666666666666669,False,False,0.0,0.07142857142857142,4,883,363
gpt-4o-2024-11-20,psf__requests_v2.12.2_v2.12.3,psf/requests,3,1,1,1.0,0.3333333333333333,0.5,False,False,0.0,0.2,4,109,530
gpt-4o-2024-11-20,psf__requests_v2.27.0_v2.27.1,psf/requests,3,2,0,0.0,0.0,0.0,False,True,0.0,0.0,2,185,155
gpt-4o-2024-11-20,psf__requests_v2.4.0_v2.4.1,psf/requests,12,2,2,1.0,0.16666666666666666,0.2857142857142857,False,False,0.03076923076923077,0.15217391304347827,2,136,307
gpt-4o-2024-11-20,psf__requests_v2.9.0_v2.9.1,psf/requests,7,1,1,1.0,0.14285714285714285,0.25,False,False,0.02857142857142857,0.2222222222222222,1,85,251
gpt-4o-2024-11-20,pydantic__pydantic_v2.7.0_v2.7.1,pydantic/pydantic,19,1,1,1.0,0.05263157894736842,0.1,False,False,0.017937219730941704,0.015503875968992248,234,1477,3231
gpt-4o-2024-11-20,pydantic__pydantic_v2.7.1_v2.7.2,pydantic/pydantic,7,3,0,0.0,0.0,0.0,False,True,0.0,0.0,3,4584,956
gpt-4o-2024-11-20,scikit-learn__scikit-learn_0.20.1_0.20.2,scikit-learn/scikit-learn,31,1,1,1.0,0.03225806451612903,0.0625,False,False,0.0,0.0,1,438,2178
gpt-4o-2024-11-20,scikit-learn__scikit-learn_0.21.1_0.21.2,scikit-learn/scikit-learn,14,4,4,1.0,0.2857142857142857,0.4444444444444445,False,False,0.007352941176470588,0.0,1,293,1168
gpt-5-2025-08-07,conan-io__conan_2.0.14_2.0.15,conan-io/conan,78,1,1,1.0,0.01282051282051282,0.02531645569620253,False,False,0.0,0.0024813895781637717,72,649,7467
gpt-5-2025-08-07,conan-io__conan_2.0.2_2.0.3,conan-io/conan,48,9,7,0.7777777777777778,0.14583333333333334,0.24561403508771928,False,False,0.013530135301353014,0.016901408450704224,8,317,3918
gpt-5-2025-08-07,dask__dask_2022.9.2_2022.10.0,dask/dask,50,16,5,0.3125,0.1,0.15151515151515152,False,False,0.002544529262086514,0.018796992481203006,44,2861,1891
gpt-5-2025-08-07,dask__dask_2023.3.2_2023.4.0,dask/dask,69,10,6,0.6,0.08695652173913043,0.15189873417721517,False,False,0.00496031746031746,0.0015298317185109638,61,6246,3407
gpt-5-2025-08-07,dask__dask_2023.6.0_2023.6.1,dask/dask,33,7,4,0.5714285714285714,0.12121212121212122,0.2,False,False,0.014028056112224449,0.018518518518518517,105,3415,1885
gpt-5-2025-08-07,dask__dask_2023.6.1_2023.7.0,dask/dask,9,7,6,0.8571428571428571,0.6666666666666666,0.75,False,False,0.10059171597633136,0.14814814814814814,5,707,930
gpt-5-2025-08-07,dask__dask_2023.8.0_2023.8.1,dask/dask,7,6,4,0.6666666666666666,0.5714285714285714,0.6153846153846153,False,False,0.038461538461538464,0.4411764705882353,11,2796,757
gpt-5-2025-08-07,dask__dask_2023.9.2_2023.9.3,dask/dask,11,5,2,0.4,0.18181818181818182,0.25000000000000006,False,False,0.021621621621621623,0.03225806451612903,2,1629,1066
gpt-5-2025-08-07,dask__dask_2024.1.0_2024.1.1,dask/dask,32,1,1,1.0,0.03125,0.06060606060606061,False,False,0.0057692307692307696,0.01098901098901099,2774,5778,4935
gpt-5-2025-08-07,dask__dask_2024.3.1_2024.4.0,dask/dask,12,6,5,0.8333333333333334,0.4166666666666667,0.5555555555555556,False,False,0.011834319526627219,0.020202020202020204,2,2747,2053
gpt-5-2025-08-07,iterative__dvc_0.30.0_0.30.1,iterative/dvc,2,2,1,0.5,0.5,0.5,False,False,0.0,0.0,1,12,57
gpt-5-2025-08-07,iterative__dvc_0.33.1_0.34.0,iterative/dvc,29,7,5,0.7142857142857143,0.1724137931034483,0.2777777777777778,False,False,0.0044444444444444444,0.012345679012345678,1,77,1036
gpt-5-2025-08-07,iterative__dvc_0.35.3_0.35.4,iterative/dvc,6,21,3,0.14285714285714285,0.5,0.22222222222222224,False,False,0.008968609865470852,0.15625,2,26,127
gpt-5-2025-08-07,iterative__dvc_0.52.1_0.53.1,iterative/dvc,42,7,6,0.8571428571428571,0.14285714285714285,0.24489795918367344,False,False,0.012219959266802444,0.02821869488536155,132,0,1393
gpt-5-2025-08-07,iterative__dvc_0.89.0_0.90.0,iterative/dvc,14,6,4,0.6666666666666666,0.2857142857142857,0.4,False,False,0.025,0.0392156862745098,27,282,330
gpt-5-2025-08-07,iterative__dvc_0.91.2_0.91.3,iterative/dvc,3,2,1,0.5,0.3333333333333333,0.4,False,False,0.015463917525773196,0.014814814814814815,2,17,236
gpt-5-2025-08-07,iterative__dvc_0.92.0_0.92.1,iterative/dvc,14,11,11,1.0,0.7857142857142857,0.88,False,False,0.3815789473684211,0.38095238095238093,4,6,376
gpt-5-2025-08-07,iterative__dvc_1.0.0a1_1.0.0a2,iterative/dvc,107,9,5,0.5555555555555556,0.04672897196261682,0.08620689655172413,False,False,0.0013012361743656475,0.0027198549410698096,68,242,2075
gpt-5-2025-08-07,iterative__dvc_1.0.0b6_1.0.0,iterative/dvc,22,9,4,0.4444444444444444,0.18181818181818182,0.2580645161290322,False,False,0.040983606557377046,0.3333333333333333,2,2,99
gpt-5-2025-08-07,iterative__dvc_1.0.1_1.0.2,iterative/dvc,24,6,0,0.0,0.0,0.0,False,True,0.0,0.0,2,19,380
gpt-5-2025-08-07,iterative__dvc_1.1.0_1.1.1,iterative/dvc,3,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False,0.0,0.3333333333333333,6,28,55
gpt-5-2025-08-07,iterative__dvc_1.1.7_1.1.8,iterative/dvc,9,4,3,0.75,0.3333333333333333,0.46153846153846156,False,False,0.02608695652173913,0.22413793103448276,8,82,262
gpt-5-2025-08-07,iterative__dvc_1.10.2_1.11.0,iterative/dvc,53,4,0,0.0,0.0,0.0,False,True,0.0,0.0,6,150,1009
gpt-5-2025-08-07,iterative__dvc_1.11.12_1.11.13,iterative/dvc,2,4,1,0.25,0.5,0.3333333333333333,False,False,0.0,0.5333333333333333,2,4,55
gpt-5-2025-08-07,iterative__dvc_1.6.3_1.6.4,iterative/dvc,10,4,2,0.5,0.2,0.28571428571428575,False,False,0.061224489795918366,0.05263157894736842,9,2,330
gpt-5-2025-08-07,iterative__dvc_2.19.0_2.20.0,iterative/dvc,16,6,5,0.8333333333333334,0.3125,0.45454545454545453,False,False,0.05970149253731343,0.047619047619047616,14,66,501
gpt-5-2025-08-07,iterative__dvc_2.21.1_2.21.2,iterative/dvc,1,1,1,1.0,1.0,1.0,True,False,0.0,0.0,1,8,213
gpt-5-2025-08-07,iterative__dvc_2.5.0_2.5.1,iterative/dvc,27,5,3,0.6,0.1111111111111111,0.18750000000000003,False,False,0.002770083102493075,0.00425531914893617,5,24,990
gpt-5-2025-08-07,iterative__dvc_2.58.1_2.58.2,iterative/dvc,2,3,2,0.6666666666666666,1.0,0.8,False,False,0.125,0.6666666666666666,2,20,400
gpt-5-2025-08-07,iterative__dvc_2.7.2_2.7.3,iterative/dvc,33,5,3,0.6,0.09090909090909091,0.15789473684210525,False,False,0.0035971223021582736,0.027559055118110236,4,34,1041
gpt-5-2025-08-07,iterative__dvc_2.8.1_2.8.2,iterative/dvc,79,4,3,0.75,0.0379746835443038,0.07228915662650602,False,False,0.002749770852428964,0.001694915254237288,133,662,2343
gpt-5-2025-08-07,iterative__dvc_3.12.0_3.13.0,iterative/dvc,6,3,2,0.6666666666666666,0.3333333333333333,0.4444444444444444,False,False,0.0136986301369863,0.125,33,44,709
gpt-5-2025-08-07,iterative__dvc_3.13.3_3.14.0,iterative/dvc,4,5,3,0.6,0.75,0.6666666666666665,False,False,0.039603960396039604,0.15384615384615385,13,36,490
gpt-5-2025-08-07,iterative__dvc_3.15.0_3.15.1,iterative/dvc,1,1,0,0.0,0.0,0.0,False,True,0.0,0.0,1,66,297
gpt-5-2025-08-07,iterative__dvc_3.4.0_3.5.0,iterative/dvc,13,3,2,0.6666666666666666,0.15384615384615385,0.25,False,False,0.0,0.022727272727272728,2,26,1259
gpt-5-2025-08-07,iterative__dvc_3.43.1_3.44.0,iterative/dvc,23,7,4,0.5714285714285714,0.17391304347826086,0.26666666666666666,False,False,0.0845771144278607,0.034722222222222224,22,104,585
gpt-5-2025-08-07,modin-project__modin_0.24.0_0.24.1,modin-project/modin,3,4,2,0.5,0.6666666666666666,0.5714285714285715,False,False,0.029411764705882353,0.46153846153846156,1,171,319
gpt-5-2025-08-07,modin-project__modin_0.25.0_0.25.1,modin-project/modin,6,5,3,0.6,0.5,0.5454545454545454,False,False,0.08333333333333333,0.17647058823529413,68,447,250
gpt-5-2025-08-07,modin-project__modin_0.27.0_0.27.1,modin-project/modin,11,9,7,0.7777777777777778,0.6363636363636364,0.7000000000000001,False,False,0.07954545454545454,0.35,4,883,363
gpt-5-2025-08-07,psf__requests_v2.12.2_v2.12.3,psf/requests,3,6,1,0.16666666666666666,0.3333333333333333,0.2222222222222222,False,False,0.0,0.16666666666666666,4,109,530
gpt-5-2025-08-07,psf__requests_v2.27.0_v2.27.1,psf/requests,3,3,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False,0.0967741935483871,1.0,2,185,155
gpt-5-2025-08-07,psf__requests_v2.4.0_v2.4.1,psf/requests,12,5,4,0.8,0.3333333333333333,0.47058823529411764,False,False,0.045871559633027525,0.0975609756097561,2,136,307
gpt-5-2025-08-07,psf__requests_v2.9.0_v2.9.1,psf/requests,7,4,3,0.75,0.42857142857142855,0.5454545454545454,False,False,0.010752688172043012,0.2727272727272727,1,85,251
gpt-5-2025-08-07,pydantic__pydantic_v2.7.0_v2.7.1,pydantic/pydantic,19,3,3,1.0,0.15789473684210525,0.2727272727272727,False,False,0.011235955056179775,0.022900763358778626,234,1477,3231
gpt-5-2025-08-07,pydantic__pydantic_v2.7.1_v2.7.2,pydantic/pydantic,7,4,2,0.5,0.2857142857142857,0.36363636363636365,False,False,0.003745318352059925,0.004545454545454545,3,4584,956
gpt-5-2025-08-07,scikit-learn__scikit-learn_0.20.1_0.20.2,scikit-learn/scikit-learn,31,8,4,0.5,0.12903225806451613,0.20512820512820512,False,False,0.005870841487279843,0.025974025974025976,1,438,2178
gpt-5-2025-08-07,scikit-learn__scikit-learn_0.21.1_0.21.2,scikit-learn/scikit-learn,14,5,3,0.6,0.21428571428571427,0.3157894736842105,False,False,0.004807692307692308,0.01694915254237288,1,293,1168
gpt-5-mini-2025-08-07,conan-io__conan_2.0.14_2.0.15,conan-io/conan,78,2,0,0.0,0.0,0.0,False,True,0.0,0.0,72,649,7467
gpt-5-mini-2025-08-07,conan-io__conan_2.0.2_2.0.3,conan-io/conan,48,1,0,0.0,0.0,0.0,False,True,0.0,0.0,8,317,3918
gpt-5-mini-2025-08-07,dask__dask_2022.9.2_2022.10.0,dask/dask,50,10,5,0.5,0.1,0.16666666666666669,False,False,0.001610305958132045,0.0,44,2861,1891
gpt-5-mini-2025-08-07,dask__dask_2023.3.2_2023.4.0,dask/dask,69,1,1,1.0,0.014492753623188406,0.02857142857142857,False,False,0.0,0.0005102040816326531,61,6246,3407
gpt-5-mini-2025-08-07,dask__dask_2023.6.0_2023.6.1,dask/dask,33,8,3,0.375,0.09090909090909091,0.14634146341463414,False,False,0.0010787486515641855,0.0,105,3415,1885
gpt-5-mini-2025-08-07,dask__dask_2023.6.1_2023.7.0,dask/dask,9,2,2,1.0,0.2222222222222222,0.3636363636363636,False,False,0.08333333333333333,0.08333333333333333,5,707,930
gpt-5-mini-2025-08-07,dask__dask_2023.8.0_2023.8.1,dask/dask,7,0,0,0.0,0.0,0.0,False,True,0.0,0.0,11,2796,757
gpt-5-mini-2025-08-07,dask__dask_2023.9.2_2023.9.3,dask/dask,11,2,2,1.0,0.18181818181818182,0.3076923076923077,False,False,0.010869565217391304,0.1,2,1629,1066
gpt-5-mini-2025-08-07,dask__dask_2024.1.0_2024.1.1,dask/dask,32,3,0,0.0,0.0,0.0,False,True,0.0,0.0,2774,5778,4935
gpt-5-mini-2025-08-07,dask__dask_2024.3.1_2024.4.0,dask/dask,12,3,2,0.6666666666666666,0.16666666666666666,0.26666666666666666,False,False,0.01282051282051282,0.02,2,2747,2053
gpt-5-mini-2025-08-07,iterative__dvc_0.30.0_0.30.1,iterative/dvc,2,1,1,1.0,0.5,0.6666666666666666,False,False,0.0,0.0,1,12,57
gpt-5-mini-2025-08-07,iterative__dvc_0.33.1_0.34.0,iterative/dvc,29,1,1,1.0,0.034482758620689655,0.06666666666666667,False,False,0.0025188916876574307,0.0,1,77,1036
gpt-5-mini-2025-08-07,iterative__dvc_0.35.3_0.35.4,iterative/dvc,6,2,1,0.5,0.16666666666666666,0.25,False,False,0.0,0.0,2,26,127
gpt-5-mini-2025-08-07,iterative__dvc_0.52.1_0.53.1,iterative/dvc,42,1,1,1.0,0.023809523809523808,0.046511627906976744,False,False,0.0,0.0,132,0,1393
gpt-5-mini-2025-08-07,iterative__dvc_0.89.0_0.90.0,iterative/dvc,14,1,1,1.0,0.07142857142857142,0.13333333333333333,False,False,0.0,0.0,27,282,330
gpt-5-mini-2025-08-07,iterative__dvc_0.91.2_0.91.3,iterative/dvc,3,2,0,0.0,0.0,0.0,False,True,0.0,0.0,2,17,236
gpt-5-mini-2025-08-07,iterative__dvc_0.92.0_0.92.1,iterative/dvc,14,1,0,0.0,0.0,0.0,False,True,0.0,0.0,4,6,376
gpt-5-mini-2025-08-07,iterative__dvc_1.0.0a1_1.0.0a2,iterative/dvc,107,0,0,0.0,0.0,0.0,False,True,0.0,0.0,68,242,2075
gpt-5-mini-2025-08-07,iterative__dvc_1.0.0b6_1.0.0,iterative/dvc,22,4,0,0.0,0.0,0.0,False,True,0.0,0.0,2,2,99
gpt-5-mini-2025-08-07,iterative__dvc_1.0.1_1.0.2,iterative/dvc,24,6,0,0.0,0.0,0.0,False,True,0.0,0.0,2,19,380
gpt-5-mini-2025-08-07,iterative__dvc_1.1.0_1.1.1,iterative/dvc,3,2,1,0.5,0.3333333333333333,0.4,False,False,0.0,0.25,6,28,55
gpt-5-mini-2025-08-07,iterative__dvc_1.1.7_1.1.8,iterative/dvc,9,4,2,0.5,0.2222222222222222,0.30769230769230765,False,False,0.0,0.05084745762711865,8,82,262
gpt-5-mini-2025-08-07,iterative__dvc_1.10.2_1.11.0,iterative/dvc,53,1,0,0.0,0.0,0.0,False,True,0.0,0.0,6,150,1009
gpt-5-mini-2025-08-07,iterative__dvc_1.11.12_1.11.13,iterative/dvc,2,2,1,0.5,0.5,0.5,False,False,0.0,0.0,2,4,55
gpt-5-mini-2025-08-07,iterative__dvc_1.6.3_1.6.4,iterative/dvc,10,1,0,0.0,0.0,0.0,False,True,0.0,0.0,9,2,330
gpt-5-mini-2025-08-07,iterative__dvc_2.19.0_2.20.0,iterative/dvc,16,8,1,0.125,0.0625,0.08333333333333333,False,False,0.0,0.0,14,66,501
gpt-5-mini-2025-08-07,iterative__dvc_2.21.1_2.21.2,iterative/dvc,1,1,1,1.0,1.0,1.0,True,False,0.125,1.0,1,8,213
gpt-5-mini-2025-08-07,iterative__dvc_2.5.0_2.5.1,iterative/dvc,27,8,1,0.125,0.037037037037037035,0.05714285714285714,False,False,0.0,0.0,5,24,990
gpt-5-mini-2025-08-07,iterative__dvc_2.58.1_2.58.2,iterative/dvc,2,1,1,1.0,0.5,0.6666666666666666,False,False,0.2,0.3333333333333333,2,20,400
gpt-5-mini-2025-08-07,iterative__dvc_2.7.2_2.7.3,iterative/dvc,33,6,0,0.0,0.0,0.0,False,True,0.0,0.0,4,34,1041
gpt-5-mini-2025-08-07,iterative__dvc_2.8.1_2.8.2,iterative/dvc,79,7,2,0.2857142857142857,0.02531645569620253,0.046511627906976744,False,False,0.0,0.0,133,662,2343
gpt-5-mini-2025-08-07,iterative__dvc_3.12.0_3.13.0,iterative/dvc,6,1,1,1.0,0.16666666666666666,0.2857142857142857,False,False,0.015873015873015872,0.11764705882352941,33,44,709
gpt-5-mini-2025-08-07,iterative__dvc_3.13.3_3.14.0,iterative/dvc,4,2,2,1.0,0.5,0.6666666666666666,False,False,0.0,0.07142857142857142,13,36,490
gpt-5-mini-2025-08-07,iterative__dvc_3.15.0_3.15.1,iterative/dvc,1,1,0,0.0,0.0,0.0,False,True,0.0,0.0,1,66,297
gpt-5-mini-2025-08-07,iterative__dvc_3.4.0_3.5.0,iterative/dvc,13,2,2,1.0,0.15384615384615385,0.2666666666666667,False,False,0.0,0.022727272727272728,2,26,1259
gpt-5-mini-2025-08-07,iterative__dvc_3.43.1_3.44.0,iterative/dvc,23,7,0,0.0,0.0,0.0,False,True,0.0,0.0,22,104,585
gpt-5-mini-2025-08-07,modin-project__modin_0.24.0_0.24.1,modin-project/modin,3,0,0,0.0,0.0,0.0,False,True,0.0,0.0,1,171,319
gpt-5-mini-2025-08-07,modin-project__modin_0.25.0_0.25.1,modin-project/modin,6,15,1,0.06666666666666667,0.16666666666666666,0.09523809523809522,False,False,0.004651162790697674,0.045454545454545456,68,447,250
gpt-5-mini-2025-08-07,modin-project__modin_0.27.0_0.27.1,modin-project/modin,11,1,1,1.0,0.09090909090909091,0.16666666666666669,False,False,0.01818181818181818,0.07142857142857142,4,883,363
gpt-5-mini-2025-08-07,psf__requests_v2.12.2_v2.12.3,psf/requests,3,1,1,1.0,0.3333333333333333,0.5,False,False,0.0,0.42857142857142855,4,109,530
gpt-5-mini-2025-08-07,psf__requests_v2.27.0_v2.27.1,psf/requests,3,2,1,0.5,0.3333333333333333,0.4,False,False,0.019230769230769232,0.0,2,185,155
gpt-5-mini-2025-08-07,psf__requests_v2.4.0_v2.4.1,psf/requests,12,3,3,1.0,0.25,0.4,False,False,0.04054054054054054,0.1,2,136,307
gpt-5-mini-2025-08-07,psf__requests_v2.9.0_v2.9.1,psf/requests,7,2,1,0.5,0.14285714285714285,0.22222222222222224,False,False,0.02,0.2222222222222222,1,85,251
gpt-5-mini-2025-08-07,pydantic__pydantic_v2.7.0_v2.7.1,pydantic/pydantic,19,1,1,1.0,0.05263157894736842,0.1,False,False,0.02834008097165992,0.05426356589147287,234,1477,3231
gpt-5-mini-2025-08-07,pydantic__pydantic_v2.7.1_v2.7.2,pydantic/pydantic,7,1,1,1.0,0.14285714285714285,0.25,False,False,0.0,0.0,3,4584,956
gpt-5-mini-2025-08-07,scikit-learn__scikit-learn_0.20.1_0.20.2,scikit-learn/scikit-learn,31,4,2,0.5,0.06451612903225806,0.1142857142857143,False,False,0.002105263157894737,0.0,1,438,2178
gpt-5-mini-2025-08-07,scikit-learn__scikit-learn_0.21.1_0.21.2,scikit-learn/scikit-learn,14,2,1,0.5,0.07142857142857142,0.125,False,False,0.0,0.0,1,293,1168
gpt-5-nano-2025-08-07,conan-io__conan_2.0.14_2.0.15,conan-io/conan,78,0,0,0.0,0.0,0.0,False,True,0.0,0.0,72,649,7467
gpt-5-nano-2025-08-07,conan-io__conan_2.0.2_2.0.3,conan-io/conan,48,2,0,0.0,0.0,0.0,False,True,0.0,0.0,8,317,3918
gpt-5-nano-2025-08-07,dask__dask_2022.9.2_2022.10.0,dask/dask,50,1,1,1.0,0.02,0.0392156862745098,False,False,0.0009587727708533077,0.0,44,2861,1891
gpt-5-nano-2025-08-07,dask__dask_2023.3.2_2023.4.0,dask/dask,69,0,0,0.0,0.0,0.0,False,True,0.0,0.0,61,6246,3407
gpt-5-nano-2025-08-07,dask__dask_2023.6.0_2023.6.1,dask/dask,33,2,1,0.5,0.030303030303030304,0.05714285714285715,False,False,0.0,0.0,105,3415,1885
gpt-5-nano-2025-08-07,dask__dask_2023.6.1_2023.7.0,dask/dask,9,1,1,1.0,0.1111111111111111,0.19999999999999998,False,False,0.02197802197802198,0.041666666666666664,5,707,930
gpt-5-nano-2025-08-07,dask__dask_2023.8.0_2023.8.1,dask/dask,7,0,0,0.0,0.0,0.0,False,True,0.0,0.0,11,2796,757
gpt-5-nano-2025-08-07,dask__dask_2023.9.2_2023.9.3,dask/dask,11,3,0,0.0,0.0,0.0,False,True,0.0,0.0,2,1629,1066
gpt-5-nano-2025-08-07,dask__dask_2024.1.0_2024.1.1,dask/dask,32,1,0,0.0,0.0,0.0,False,True,0.0,0.0,2774,5778,4935
gpt-5-nano-2025-08-07,dask__dask_2024.3.1_2024.4.0,dask/dask,12,3,1,0.3333333333333333,0.08333333333333333,0.13333333333333333,False,False,0.00546448087431694,0.010101010101010102,2,2747,2053
gpt-5-nano-2025-08-07,iterative__dvc_0.30.0_0.30.1,iterative/dvc,2,0,0,0.0,0.0,0.0,False,True,0.0,0.0,1,12,57
gpt-5-nano-2025-08-07,iterative__dvc_0.33.1_0.34.0,iterative/dvc,29,4,2,0.5,0.06896551724137931,0.1212121212121212,False,False,0.0025,0.0,1,77,1036
gpt-5-nano-2025-08-07,iterative__dvc_0.35.3_0.35.4,iterative/dvc,6,2,0,0.0,0.0,0.0,False,True,0.0,0.0,2,26,127
gpt-5-nano-2025-08-07,iterative__dvc_0.52.1_0.53.1,iterative/dvc,42,3,1,0.3333333333333333,0.023809523809523808,0.044444444444444446,False,False,0.0,0.0,132,0,1393
gpt-5-nano-2025-08-07,iterative__dvc_0.89.0_0.90.0,iterative/dvc,14,0,0,0.0,0.0,0.0,False,True,0.0,0.0,27,282,330
gpt-5-nano-2025-08-07,iterative__dvc_0.91.2_0.91.3,iterative/dvc,3,2,1,0.5,0.3333333333333333,0.4,False,False,0.0,0.007407407407407408,2,17,236
gpt-5-nano-2025-08-07,iterative__dvc_0.92.0_0.92.1,iterative/dvc,14,0,0,0.0,0.0,0.0,False,True,0.0,0.0,4,6,376
gpt-5-nano-2025-08-07,iterative__dvc_1.0.0a1_1.0.0a2,iterative/dvc,107,1,0,0.0,0.0,0.0,False,True,0.0,0.0,68,242,2075
gpt-5-nano-2025-08-07,iterative__dvc_1.0.0b6_1.0.0,iterative/dvc,22,2,0,0.0,0.0,0.0,False,True,0.0,0.0,2,2,99
gpt-5-nano-2025-08-07,iterative__dvc_1.0.1_1.0.2,iterative/dvc,24,2,0,0.0,0.0,0.0,False,True,0.0,0.0,2,19,380
gpt-5-nano-2025-08-07,iterative__dvc_1.1.0_1.1.1,iterative/dvc,3,2,1,0.5,0.3333333333333333,0.4,False,False,0.0,0.3333333333333333,6,28,55
gpt-5-nano-2025-08-07,iterative__dvc_1.1.7_1.1.8,iterative/dvc,9,0,0,0.0,0.0,0.0,False,True,0.0,0.0,8,82,262
gpt-5-nano-2025-08-07,iterative__dvc_1.10.2_1.11.0,iterative/dvc,53,0,0,0.0,0.0,0.0,False,True,0.0,0.0,6,150,1009
gpt-5-nano-2025-08-07,iterative__dvc_1.11.12_1.11.13,iterative/dvc,2,0,0,0.0,0.0,0.0,False,True,0.0,0.0,2,4,55
gpt-5-nano-2025-08-07,iterative__dvc_1.6.3_1.6.4,iterative/dvc,10,0,0,0.0,0.0,0.0,False,True,0.0,0.0,9,2,330
gpt-5-nano-2025-08-07,iterative__dvc_2.19.0_2.20.0,iterative/dvc,16,1,0,0.0,0.0,0.0,False,True,0.0,0.0,14,66,501
gpt-5-nano-2025-08-07,iterative__dvc_2.21.1_2.21.2,iterative/dvc,1,1,0,0.0,0.0,0.0,False,True,0.0,0.0,1,8,213
gpt-5-nano-2025-08-07,iterative__dvc_2.5.0_2.5.1,iterative/dvc,27,0,0,0.0,0.0,0.0,False,True,0.0,0.0,5,24,990
gpt-5-nano-2025-08-07,iterative__dvc_2.58.1_2.58.2,iterative/dvc,2,1,0,0.0,0.0,0.0,False,True,0.0,0.0,2,20,400
gpt-5-nano-2025-08-07,iterative__dvc_2.7.2_2.7.3,iterative/dvc,33,15,11,0.7333333333333333,0.3333333333333333,0.45833333333333326,False,False,0.026392961876832845,0.0,4,34,1041
